id,timestamp,creator_id,ticket_id,send_email,payload
19,2022-12-12 21:05:32.699182+00,,11,f,"{""Tickets"": {""Message"": null, ""SetStatus"": null, ""SetTagIds"": [6], ""SetPriority"": null, ""UnsetTagIds"": null, ""InternalNote"": null, ""SetAssigneeIds"": null, ""UnsetAssigneeIds"": null}}"
20,2022-12-12 21:24:37.241498+00,513,11,f,"{""Tickets"": {""SetTagIds"": [5], ""UnsetTagIds"": []}}"
21,2022-12-12 21:25:06.265011+00,513,11,f,"{""Tickets"": {""InternalNote"": ""great guy""}}"
22,2022-12-13 04:01:15.688945+00,,12,f,"{""Tickets"": {""Message"": null, ""SetStatus"": null, ""SetTagIds"": [9], ""SetPriority"": null, ""UnsetTagIds"": null, ""InternalNote"": null, ""SetAssigneeIds"": null, ""UnsetAssigneeIds"": null}}"
23,2022-12-13 23:20:52.916891+00,513,12,f,"{""Tickets"": {""SetTagIds"": [21]}}"
24,2022-12-13 23:20:55.925366+00,513,12,f,"{""Tickets"": {""SetTagIds"": [27], ""UnsetTagIds"": []}}"
25,2022-12-13 23:20:57.072285+00,513,12,f,"{""Tickets"": {""SetTagIds"": [28], ""UnsetTagIds"": [27]}}"
26,2022-12-13 23:20:57.926291+00,513,12,f,"{""Tickets"": {""SetTagIds"": [24], ""UnsetTagIds"": [27, 28]}}"
27,2022-12-13 23:21:21.317252+00,513,12,f,"{""Tickets"": {""SetTagIds"": [4], ""UnsetTagIds"": []}}"
28,2022-12-13 23:21:36.541198+00,513,12,f,"{""Tickets"": {""UnsetTagIds"": [4]}}"
29,2022-12-13 23:22:25.328897+00,513,12,f,"{""Tickets"": {""SetTagIds"": [27], ""UnsetTagIds"": [24]}}"
30,2022-12-13 23:22:42.369462+00,513,12,f,"{""Tickets"": {""SetTagIds"": [24], ""UnsetTagIds"": [27]}}"
31,2022-12-13 23:22:44.73805+00,513,12,f,"{""Tickets"": {""SetTagIds"": [31], ""UnsetTagIds"": [27, 24]}}"
32,2022-12-13 23:32:08.827545+00,513,12,f,"{""Tickets"": {""SetTagIds"": [1], ""UnsetTagIds"": []}}"
33,2022-12-13 23:32:15.214053+00,513,12,f,"{""Tickets"": {""UnsetTagIds"": [21]}}"
34,2022-12-13 23:32:19.19663+00,513,12,f,"{""Tickets"": {""UnsetTagIds"": [31]}}"
35,2022-12-13 23:32:27.314512+00,513,12,f,"{""Tickets"": {""SetTagIds"": [16]}}"
36,2022-12-13 23:32:37.987967+00,513,12,f,"{""Tickets"": {""SetTagIds"": [21]}}"
37,2022-12-13 23:32:57.424752+00,513,12,f,"{""Tickets"": {""SetTagIds"": [31], ""UnsetTagIds"": []}}"
38,2022-12-13 23:33:21.772824+00,513,12,f,"{""Tickets"": {""InternalNote"": ""Just called and left a message""}}"
39,2022-12-14 18:36:25.984603+00,,13,f,"{""Tickets"": {""Message"": null, ""SetStatus"": null, ""SetTagIds"": [10], ""SetPriority"": null, ""UnsetTagIds"": null, ""InternalNote"": null, ""SetAssigneeIds"": null, ""UnsetAssigneeIds"": null}}"
40,2022-12-14 19:52:37.531461+00,513,13,f,"{""Tickets"": {""SetTagIds"": [1], ""UnsetTagIds"": []}}"
41,2022-12-14 19:53:21.023701+00,513,13,f,"{""Tickets"": {""InternalNote"": ""Made a call and spoke with Ray. He is interested in a February start date. He has ordered ovens from out east and the expected delivery date of those is 6-8 weeks. Need to establish if he wants us to install them in our kitchen. Booked a follow-up call for today as Ray needs to review some things, also need to send a follow-up email providing information on the packages we provide. ""}}"
42,2022-12-14 19:56:51.999318+00,513,12,f,"{""Tickets"": {""InternalNote"": ""Called today and left a voicemail. ""}}"
43,2022-12-14 20:41:42.156713+00,513,12,f,"{""Tickets"": {""InternalNote"": ""Sent Kyla a follow-up email.\\n\\nHi Kyla,\\n\\n\\n\\nI saw that you applied for space at Commissary Connect.\\n\\n\\n\\nLet me know when you're available for a quick phone call and I'll be happy to answer any questions you have. \\n\\n\\n\\nAll the best,""}}"
3,2022-10-19 22:58:50.506299+00,311,1,f,"{""Tickets"": {""SetTagIds"": [1], ""UnsetTagIds"": []}}"
8,2022-10-25 23:32:40.148989+00,311,5,f,"{""Tickets"": {""SetTagIds"": [13], ""UnsetTagIds"": []}}"
9,2022-10-25 23:32:42.950259+00,311,5,f,"{""Tickets"": {""SetTagIds"": [3], ""UnsetTagIds"": [13]}}"
13,2022-11-10 20:21:54.867298+00,311,6,f,"{""Tickets"": {""SetTagIds"": [2], ""UnsetTagIds"": []}}"
14,2022-11-10 21:36:36.18852+00,311,6,f,"{""Tickets"": {""InternalNote"": ""awesome candidate""}}"
6497,2022-12-08 06:37:54+00,311,14,f,"{""Tickets"": {""InternalNote"": ""From V1, Need to review application""}}"
6498,2022-12-07 14:46:35+00,311,15,f,"{""Tickets"": {""InternalNote"": ""From V1, Need to review application""}}"
11759,2023-08-15 17:22:36.711007+00,513,3548,f,"{""Tickets"": {""SetTagIds"": [48], ""UnsetTagIds"": []}}"
44,2022-12-14 21:27:20.029893+00,513,13,f,"{""Tickets"": {""InternalNote"": ""Spoke to Ray for a second time today. Sent him a follow up email mentioning the locations we have available. Included a call to action for him to book a tour. He is interested in a 10 x 20 foot space with a 20 to 30 amp power source for an oven he would like installed in one of our kitchens. He would like the space to be along a wall. Follow-up email sent: Hi Ray,\\n\\n \\n\\nThank you for taking my call today. It was great to speak with you and learn more about your business.\\n\\n \\n\\nOur current locations are:\\n\\n \\n\\n8811 Laurel Street\\n\\n \\n\\n401 Industrial Avenue\\n\\n \\n\\n417 Industrial Avenue\\n\\n \\n\\nHere is a link to our website with more information about the locations:\\n\\n \\n\\nhttps://commissaryconnect.com/our-kitchens\\n\\n \\n\\nBased on the information you provided during our call, I think it would be best to tour the 401 Industrial Avenue and 417 Industrial Avenue locations, as these best meet your requirements. \\n\\n \\n\\nOur full-station rate is approximately $3200 per month. When you book a kitchen tour we can further discuss your needs and the options we have available.\\n\\n \\n\\nLet me know when you would like to book a tour.\\n\\n \\n\\nAll the best,\\n\\n \\n\\nAdam Kolsrud""}}"
45,2022-12-15 20:04:41.999711+00,311,11,f,"{""Tickets"": {""UnsetTagIds"": [5]}}"
6535,2022-10-13 05:36:09+00,485,52,f,"{""Tickets"": {""InternalNote"": ""From V1, 12th October - FRC, email sent, tour offered- Neeru""}}"
6534,2022-10-15 05:39:52+00,485,51,f,"{""Tickets"": {""InternalNote"": ""From V1, 14th October - FRC, email sent, offered a tour - Neeru""}}"
6533,2022-10-15 05:38:27+00,485,50,f,"{""Tickets"": {""InternalNote"": ""From V1, 14th Oct - FRC - emailed, offered a tour - Neeru""}}"
6531,2022-10-21 00:08:11+00,485,48,f,"{""Tickets"": {""InternalNote"": ""From V1, 20th October - FRC, email sent, tour offered.- Neeru""}}"
6530,2022-11-01 00:56:56+00,485,47,f,"{""Tickets"": {""InternalNote"": ""From V1, 20th October - FRC, email sent, tour offered- Neeru  20th October - offered 26th October for tour, still not confirmed- Neeru""}}"
6529,2022-11-01 00:56:26+00,485,46,f,"{""Tickets"": {""InternalNote"": ""From V1, 27th Oct - FRC, email sent, tour offered - Neeru  Oct 31 called""}}"
6528,2022-11-01 00:25:52+00,485,45,f,"{""Tickets"": {""InternalNote"": ""From V1, 20th October - spoke to Sarb, arranged a meeting 2pm at Laurel - Neeru  27th October - Contracted - Neeru""}}"
6526,2022-10-26 01:24:16+00,485,43,f,"{""Tickets"": {""InternalNote"": ""From V1, 25th Oct - FRC email sent, offered tour - Neeru""}}"
6525,2022-11-01 00:49:33+00,485,42,f,"{""Tickets"": {""InternalNote"": ""From V1, 24th October - FRC, email sent, tour offered - Neeru - Suitable for 401 upstairs 27th October - Called booked a tour on 2nd November at 12pm - Neeru""}}"
6522,2022-11-01 00:35:35+00,485,39,f,"{""Tickets"": {""InternalNote"": ""From V1, 31st Oct - Sarb spoke - Neeru 31st Oct - need 30 to 60 quat mixer, 2 months to start, -Neeru 31st Oct - operating 5am - 2pm baking one day a week.- sells through a car - Neeru Earliest she can come in 12.30pm - Neeru""}}"
6520,2022-11-04 05:02:54+00,485,37,f,"{""Tickets"": {""InternalNote"": ""From V1, Need to review application""}}"
6518,2022-11-09 01:49:14+00,485,35,f,"{""Tickets"": {""InternalNote"": ""From V1, Need to review application""}}"
6516,2022-11-17 03:01:53+00,485,33,f,"{""Tickets"": {""InternalNote"": ""From V1, 16th Nov - FRC, email sent - Neeru""}}"
6515,2022-11-18 03:56:13+00,485,32,f,"{""Tickets"": {""InternalNote"": ""From V1, 16th Nov - FRC - email sent - Neeru 17th Nov- Emailed back and is interested needs to install a freezer 3x6 feet - emailed back - waiting for a response- Neeru""}}"
6514,2022-11-17 02:58:33+00,485,31,f,"{""Tickets"": {""InternalNote"": ""From V1, 16th Nov - FRC - email sent - Neeru""}}"
6513,2022-12-03 06:43:05+00,485,30,f,"{""Tickets"": {""InternalNote"": ""From V1, 16th Nov - FRC - email sent - Neeru  1st Dec - Toured looking for drop in to start - Neeru""}}"
6512,2022-11-17 02:55:26+00,485,29,f,"{""Tickets"": {""InternalNote"": ""From V1, 16th Nov - FRC - email sent - Neeru""}}"
6511,2022-11-22 01:19:36+00,485,28,f,"{""Tickets"": {""InternalNote"": ""From V1, 21st Nov - FRC - email sent - Neeru""}}"
6510,2022-12-03 06:42:34+00,485,27,f,"{""Tickets"": {""InternalNote"": ""From V1, 21st Nov - FRC - email sent - Neeru  2nd Dec - Called will check with VCH can do buterching  in the facility. - Neeru""}}"
6508,2022-12-01 05:17:16+00,485,25,f,"{""Tickets"": {""InternalNote"": ""From V1, 24th Nov - FRC email sent - Neeru  30th Nov - sent email with all information - Neeru""}}"
6507,2022-11-25 04:15:38+00,485,24,f,"{""Tickets"": {""InternalNote"": ""From V1, 24th Nov - FRC, email sent - Neeru""}}"
6506,2022-11-25 04:17:13+00,485,23,f,"{""Tickets"": {""InternalNote"": ""From V1, 24th Nov - FRC, email sent - Neeru""}}"
6505,2022-11-25 04:18:44+00,485,22,f,"{""Tickets"": {""InternalNote"": ""From V1, 24th Nov - FRC email sent - Neeru""}}"
6504,2022-11-29 00:53:53+00,485,21,f,"{""Tickets"": {""InternalNote"": ""From V1, 28th Nov - FRC - email sent - Neeru""}}"
6502,2022-12-01 04:35:03+00,485,19,f,"{""Tickets"": {""InternalNote"": ""From V1, 30th Nov - FRC - email sent - Neeru""}}"
6501,2022-12-01 04:36:38+00,485,18,f,"{""Tickets"": {""InternalNote"": ""From V1, 30th Nov - FRC - email sent - Neeru""}}"
46,2022-12-15 20:04:44.32736+00,311,11,f,"{""Tickets"": {""SetTagIds"": [35], ""UnsetTagIds"": []}}"
6499,2022-12-05 14:13:45+00,311,16,f,"{""Tickets"": {""InternalNote"": ""From V1, Need to review application""}}"
6500,2022-12-03 15:41:29+00,311,17,f,"{""Tickets"": {""InternalNote"": ""From V1, Need to review application""}}"
6503,2022-11-30 01:31:22+00,311,20,f,"{""Tickets"": {""InternalNote"": ""From V1, Need to review application""}}"
6509,2022-11-22 06:42:55+00,311,26,f,"{""Tickets"": {""InternalNote"": ""From V1, Need to review application""}}"
6517,2022-11-09 02:42:12+00,311,34,f,"{""Tickets"": {""InternalNote"": ""From V1, 8th Nov- FRC email sent - neeru""}}"
6519,2022-11-07 15:38:47+00,311,36,f,"{""Tickets"": {""InternalNote"": ""From V1, Need to review application""}}"
6521,2022-11-02 04:27:39+00,311,38,f,"{""Tickets"": {""InternalNote"": ""From V1, 1st Nov- email sent- neeru""}}"
6523,2022-10-30 12:00:50+00,311,40,f,"{""Tickets"": {""InternalNote"": ""From V1, Need to review application""}}"
6524,2022-10-25 07:06:56+00,311,41,f,"{""Tickets"": {""InternalNote"": ""From V1, Need to review application""}}"
6527,2022-10-21 10:50:59+00,311,44,f,"{""Tickets"": {""InternalNote"": ""From V1, Need to review application""}}"
11750,2023-08-15 01:40:48.716403+00,311,3516,f,"{""Tickets"": {""InternalNote"": ""Rating Reason: sous chef at labbatoir""}}"
11797,2023-08-17 23:42:13.828217+00,513,3560,f,"{""Tickets"": {""SetTagIds"": [3], ""UnsetTagIds"": [1]}}"
6637,2022-07-17 02:37:37+00,485,154,f,"{""Tickets"": {""InternalNote"": ""From V1, 16th July - Sent e-mail offered a tour - Neeru""}}"
15655,2025-06-23 17:38:28.392544+00,782,4345,f,"{""Tickets"": {""InternalNote"": ""Hey Sarfaraz\\n\\n \\n\\nIt was great chatting with you earlier :)\\n\\nAs we discussed, I'd love to invite you for a tour of our kitchen space at 401 Industrial Ave, Vancouver. I'll be available at the location from July 2nd to July 4th. Please let me know what date and time works best for you during that period, and I'll do my best to accommodate your schedule.\\n\\n \\n\\nIt'll be a fantastic opportunity for you to see everything firsthand and get a real feel for how Commissary Connect can help your business thrive.\\n\\n \\n\\nIn the meantime here is some information about us and what we offer our Community of Entrepreneurs:\\n\\nOur multiple facilities are tied together with Commissary Connect technology that works for our members in booking appliances on-line, managing the kitchen’s assets, and easy to understand monthly invoices (makes your bookkeeping easy!), details of your team’s access and appliance usage, and many other features. On a tour, we will show you how our system works.\\n\\nHere is some general information:\\n\\n All of our facilities offer:\\n\\n \\n\\n24/7 Access with keypad entrances (never worry about losing a key or fob)\\n\\nVancouver Coastal Health Approval\\n\\nAmple Prep and Hand Wash sinks and Industrial Dishwashers for dishes and sterilization\\n\\nA designated space and table to operate out of each time - never worry about whether you’ll have space to work or not!\\n\\nStations (private and shared) with Dry Storage and Shared Cold Storage\\n\\nRobust Pest Control Program managed by Abel Pest Control\\n\\nA friendly and collaborative environment to work in\\n\\nSupport, Encouragement and Business Consultation from the Commissary Connect team\\n\\nSocial Media assistance and access to professional Food photography\\n\\nAbility to rent our pop-up space and food cart (make your own event)\\n\\n Included for each of our member companies is also:\\n\\n \\n\\nClean Rag/Mop service\\n\\nJanitorial Service for common areas\\n\\nBasic kitchen consumables (everything from toilet paper to sanitizer)\\n\\nFree Wi-Fi\\n\\nCooking Line Scheduling Software – check the schedule and your monthly usage on-line – never worry whether the appliance you need is available when you need it and don’t overpay for appliances you never use with bulk “all inclusive” rates. Only pay for what you use!\\n\\nAbility to work out of any Commissary Connect kitchen and access to our network of resources including industry experts, social media & marketing packages and much more.\\n\\nDry storage directly in your station\\n\\n \\n\\nEach of our businesses are assigned to a station that best suits their requirements. You can choose to have a private station – available only for your use at any time and storage for your belongings. Alternatively, you can choose to share a station and reduce costs – this limits your flexibility a little bit as only one company is allowed to use the station at a time, but is a perfect opportunity for new starts or for businesses who don’t need as much time in the kitchen. We work to find people who agree to access the kitchen at different times and days. The storage space and cooler space that is included in the station are also then shared between the two parties.\\n\\n \\n\\nTo enhance our collaborative environment, we have a philosophy to try our best to avoid direct competitors in the same facility. We strive to provide a safe & professional platform and collaborative work environment for small business owners to start, grow and scale their food businesses.\\n\\n \\n\\nWe have added you to our mailing list to keep you up to date on all news relevant to Local Food and our Commissary. Stay Connected with us via our social  @commissaryconnect !\\n\\n \\n\\nLooking forward to hearing from you,\\n\\nBest regards""}}"
8327,2019-11-28 00:57:38+00,311,1844,f,"{""Tickets"": {""InternalNote"": ""From V1, First response sent.  jl/26oct  Replied.  Have sent info on getting into food business.  jl/28oct  Visiting other commissaries.  Will get back if he rqrs a tour.  jl/29oct  Offered variety of dates/times.  No response.  To inactive.  jl/08nov  He's back and looking to tour.  Responded.  jl/14nov  Toured Nov. 21, quoted Nov. 23.     Wanted to sign, advised 401 is full. Do not want them in kitchen aggressive,  4wanting a deal 4, feel kind of 'slippery'.   Moved to Inactive.  jl/25nov ""}}"
6554,2022-09-21 02:29:55+00,311,71,f,"{""Tickets"": {""InternalNote"": ""From V1, Need to review application""}}"
6568,2022-09-07 05:43:05+00,485,85,f,"{""Tickets"": {""InternalNote"": ""From V1, 6th September 2022 - FRC email sent - offered a tour - Neeru""}}"
6567,2022-09-10 02:53:00+00,485,84,f,"{""Tickets"": {""InternalNote"": ""From V1, 9th Sept - FRC , email sent ,tour offered - Neeru""}}"
6565,2022-09-22 00:21:54+00,485,82,f,"{""Tickets"": {""InternalNote"": ""From V1, 21st Sept - FRC email sent, tour offered - Neeru""}}"
6564,2022-09-22 23:20:35+00,485,81,f,"{""Tickets"": {""InternalNote"": ""From V1, 21st Sept - FRC email sent, tour offered - Neeru  22nd Sept - reached out for quote on hourly or part time basis. asked for a call to discuss it further -Neeru""}}"
6563,2022-09-14 02:12:59+00,485,80,f,"{""Tickets"": {""InternalNote"": ""From V1, 13th Sept - FRC - email sent, tour offered -Neeru""}}"
6562,2022-09-16 06:56:18+00,485,79,f,"{""Tickets"": {""InternalNote"": ""From V1, Waiting list for Laurel 13th Sept - FRC email sent, offered a tour - Neeru  15th Sept - Email received back to be put on waiting list for Laurel - Neeru""}}"
6557,2022-10-05 02:51:04+00,485,74,f,"{""Tickets"": {""InternalNote"": ""From V1, INTERESTED IN 417 19th Sept - FRC email sent tour offered - Neeru  20th Sept - requested a tour offered 21st Sept at noon - still to confirm - neeru  22nd Sept - emailed back, for 28th Sept - at 12.30pm - neeru  28th Sept - Price sent interested in 1/2 station for 417 - Neeru - pastry chef right in job move to her own business - Neeru  4th October - Resend an email to check if she is still interested or not - Neeru""}}"
6556,2022-09-21 02:44:47+00,485,73,f,"{""Tickets"": {""InternalNote"": ""From V1, 20th Sept - FRC - email sent, tour offered - Neeru  20th Sept - emailed and called looking to attach license has a mobile bar, will sent his requirement to discuss further - Neeru""}}"
6555,2022-09-23 23:47:56+00,485,72,f,"{""Tickets"": {""InternalNote"": ""From V1, Waitlist for Laurel Street  19th Sept - FRC - email sent - tour offered - Neeru  21st Sept - email back - wants to be at laurel facility""}}"
6553,2022-09-22 00:12:01+00,485,70,f,"{""Tickets"": {""InternalNote"": ""From V1, 21st September - FRC email sent, offered tour - Neeru""}}"
6552,2022-09-22 23:17:17+00,485,69,f,"{""Tickets"": {""InternalNote"": ""From V1, 22nd Sept - FRC email sent, tour offered.- Neeru""}}"
6551,2022-09-28 00:27:33+00,485,68,f,"{""Tickets"": {""InternalNote"": ""From V1, 26th Sept - FRC email sent, tour offered - Neeru  27th Sept - Emailed back interested in Laurel and looking for pricing - Neeru""}}"
6550,2022-09-28 01:52:28+00,485,67,f,"{""Tickets"": {""InternalNote"": ""From V1, 27th Sept - FRC email sent tour offered - Neeru""}}"
6549,2022-09-28 00:22:51+00,485,66,f,"{""Tickets"": {""InternalNote"": ""From V1, Need to review application""}}"
6548,2022-10-01 03:45:57+00,485,65,f,"{""Tickets"": {""InternalNote"": ""From V1, INTERESTED IN 417 1/4 station upstairs""}}"
6547,2022-09-28 23:08:49+00,485,64,f,"{""Tickets"": {""InternalNote"": ""From V1, 28th Sept - FRC - email sent- tour offered - Neeru""}}"
6546,2022-09-28 23:07:16+00,485,63,f,"{""Tickets"": {""InternalNote"": ""From V1, 28th Sept - FRC - email sent, tour offered - Neeru""}}"
6545,2022-09-30 23:26:11+00,485,62,f,"{""Tickets"": {""InternalNote"": ""From V1, Need to review application""}}"
6544,2022-09-28 23:03:13+00,485,61,f,"{""Tickets"": {""InternalNote"": ""From V1, Need to review application""}}"
6543,2022-09-30 23:27:42+00,485,60,f,"{""Tickets"": {""InternalNote"": ""From V1, 30th Sept - FRC, email sent, tour offered - Neeru""}}"
6542,2022-10-18 04:59:12+00,485,59,f,"{""Tickets"": {""InternalNote"": ""From V1, 4th October - FRC - email sent, requested a call to understand her client needs- Neeru  6th Oct - called to understand the process how it works - Neeru""}}"
6541,2022-10-13 02:37:00+00,485,58,f,"{""Tickets"": {""InternalNote"": ""From V1, Interested in Laurel4th October - FRC - email sent, tour offered - Neeru 6th Oct - emailed back interested in Laurel, but would like a tour- Neeru  6th Oct - spoke to her mentioned laurel is rightnow full but wants to tour industrial - Neeru  6th Oct - booked tour for 12th October 417 - Neeru""}}"
6540,2022-10-05 02:52:49+00,485,57,f,"{""Tickets"": {""InternalNote"": ""From V1, 4th October - FRC - email sent- tour offered - Neeru""}}"
6539,2022-10-13 05:38:25+00,485,56,f,"{""Tickets"": {""InternalNote"": ""From V1, 5th Oct - FRC, email sent, tour offered - Neeru  5th October - emailed back for a tour, offered 12th October at 12.30pm - Neeru""}}"
6538,2022-10-06 05:11:54+00,485,55,f,"{""Tickets"": {""InternalNote"": ""From V1, Interested in 4175th October - FRC - email sent, tour offered - Neeru  5th October - coming in at 2.30pm for tour - Neeru  5th October - Toured,needs a cheaper space as she has just moved from Yukon - Neeru will still get back""}}"
6537,2022-10-29 01:56:54+00,485,54,f,"{""Tickets"": {""InternalNote"": ""From V1, INTERESTED IN LAUREL  6th Oct - FRC, email sent, tour offered - neeru  6th Oct - emailed back interested in laurel asked to be put on waiting list  7th Oct - emailed back wants to book a tour for industrial avenue - neeru  7th Oct - emailed back for tour on 12th October (Wednesday) - Neeru still to confirm 7th Oct - confirmed 12th oct at 1pm 26th Oct - reached out again, booked a tour for 27th Oct at 401, 1pm - Neeru  27th Oct - toured - Neeru 28th Oct - emailed back interested in the space at 401 would work in night less than 15 hours week - quote sent at 950 + taxes for upstairs after discussing with Sarb - Neeru""}}"
6536,2022-10-22 01:06:44+00,485,53,f,"{""Tickets"": {""InternalNote"": ""From V1, INTERESTED IN LAUREL6th Oct - FRC- email sent tour offered - Neeru  6th Oct - emailed back interested in Laurel, put on to Laurel waitlist - Neeru  phone number- 6046005560 book a tour for industrial avenue  20th Oct - tour for 26th Oct, still to confirm- Neeru""}}"
6558,2022-09-18 12:49:20+00,311,75,f,"{""Tickets"": {""InternalNote"": ""From V1, Need to review application""}}"
6559,2022-09-18 05:45:37+00,311,76,f,"{""Tickets"": {""InternalNote"": ""From V1, Need to review application""}}"
6560,2022-09-17 05:52:27+00,311,77,f,"{""Tickets"": {""InternalNote"": ""From V1, Need to review application""}}"
11751,2023-08-15 01:40:55.429187+00,311,3516,f,"{""Tickets"": {""SetTagIds"": [4], ""UnsetTagIds"": [42]}}"
11798,2023-08-17 23:42:22.012005+00,513,3560,f,"{""Tickets"": {""InternalNote"": ""Rating Reason: Freeze Dried""}}"
7100,2021-07-31 00:19:31+00,311,617,f,"{""Tickets"": {""InternalNote"": ""From V1, FRS July 30 poss 401""}}"
11752,2023-08-15 10:10:41.09364+00,,3559,f,"{""Tickets"": {""Message"": null, ""SetStatus"": null, ""SetTagIds"": [49, 1, 17, 14, 15, 16, 18], ""SetPriority"": null, ""UnsetTagIds"": null, ""InternalNote"": null, ""SetAssigneeIds"": null, ""UnsetAssigneeIds"": null}}"
8339,2019-11-05 01:02:58+00,311,1856,f,"{""Tickets"": {""InternalNote"": ""From V1, First response sent.  jl/18oct  Came back with lots of questions.  Need to confer with Susan.  jl/22oct  Susan has provided, email to Stevan.  jl/26oct  No response.  Moved to Inactive.  jl/04nov ""}}"
6578,2022-08-28 05:12:58+00,311,95,f,"{""Tickets"": {""InternalNote"": ""From V1, Need to review application""}}"
6598,2022-09-26 22:50:38+00,485,115,f,"{""Tickets"": {""InternalNote"": ""From V1, 14th August - FRC - email sent- tour offered - Neeru  16th August - offered tour 31st August  31st August - didn't show up - Neeru   23rd September - emailed back, interested in tour - 28th September 1pm offered - Neeru""}}"
6597,2022-08-16 01:40:19+00,485,114,f,"{""Tickets"": {""InternalNote"": ""From V1, 14th August - FRC- email sent - tour offered for Industrial - Neeru""}}"
6596,2022-08-16 01:42:18+00,485,113,f,"{""Tickets"": {""InternalNote"": ""From V1, 14th August - FRC - email sent, offered a tour - Neeru""}}"
6595,2022-08-22 23:38:51+00,485,112,f,"{""Tickets"": {""InternalNote"": ""From V1, 14th August - FRC - email sent, tour offered- Neeru  15th August - emailed back to have a tour - Neeru  15th August - email sent for tour 17th August - 1pm - Neeru  17th August - toured- Neeru 17th August - sent the information regarding the cost involved- Neeru""}}"
6594,2022-08-16 01:43:52+00,485,111,f,"{""Tickets"": {""InternalNote"": ""From V1, 14th August - FRC - email sent - tour offered - Neeru""}}"
6593,2022-08-16 01:45:15+00,485,110,f,"{""Tickets"": {""InternalNote"": ""From V1, 14th August - FRC - email sent - tour offered - Neeru""}}"
6592,2022-08-17 04:50:53+00,485,109,f,"{""Tickets"": {""InternalNote"": ""From V1, 16th August - FRC - email sent, tour offered - Neeru""}}"
6591,2022-08-22 23:29:06+00,485,108,f,"{""Tickets"": {""InternalNote"": ""From V1, 22nd August - FRC - email sent, offered tour - Neeru""}}"
6590,2022-08-22 23:30:32+00,485,107,f,"{""Tickets"": {""InternalNote"": ""From V1, 22nd August - FRC - email sent, offered a tour - Neeru""}}"
6589,2022-08-27 00:16:55+00,485,106,f,"{""Tickets"": {""InternalNote"": ""From V1, 22nd August - Email forwarded to Ronica to discuss further - Neeru 26th August - Spoke, looking for conveyor dishwasher doesn't want to spend 5 hour dishwashing has four course meal dishes for 328 people - isn't feasible - Neeru ""}}"
