id,amount,currency,tax_id,description,"""timestamp""",effective_time,principal_id,account_code,kind,month,quantity,price_per_unit,amount_multiplier,key
10439,0.00,0,2,"Usages for Oven 2 for the month of Jun, 2023 at Laurel Street Upstairs",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,43,401,2,202306,0.0008333333333333334,1.5,,
10440,0.00,0,2,"Usages for Oven 3 for the month of Jun, 2023 at 401 Industrial",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,43,401,2,202306,0,1.75,,
10441,0.00,0,2,"Usages for Oven 4 for the month of Jun, 2023 at 417 Industrial",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,43,401,2,202306,0.0011111111111111111,1.75,,
10442,0.28,0,2,"Usages for Oven 1 for the month of Jun, 2023 at 417 Industrial",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,43,401,2,202306,0.16166666666666665,1.75,,
10443,2.91,0,2,"Usages for Range Left for the month of Jun, 2023 at 401 Industrial",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,540,401,2,202306,1.766111111111111,1.65,,
10444,4.01,0,2,"Usages for Mixer for the month of Jun, 2023 at 417 Industrial",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,164,401,2,202306,2.359166666666667,1.7,,
10445,3.45,0,2,"Usages for Oven 2 for the month of Jun, 2023 at 417 Industrial",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,164,401,2,202306,1.9725000000000001,1.75,,
10446,5.33,0,2,"Usages for Oven 1 for the month of Jun, 2023 at 417 Industrial",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,164,401,2,202306,3.044722222222222,1.75,,
10447,5.34,0,2,"Usages for Oven 3 for the month of Jun, 2023 at 417 Industrial",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,164,401,2,202306,3.048611111111111,1.75,,
10448,1.48,0,2,"Usages for Oven 4 for the month of Jun, 2023 at 417 Industrial",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,164,401,2,202306,0.8461111111111111,1.75,,
10449,0.01,0,2,"Usages for Range for the month of Jun, 2023 at Laurel Street Upstairs",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,588,401,2,202306,0.0038888888888888888,1.5,,
10450,11.35,0,2,"Usages for Oven 3 for the month of Jun, 2023 at 417 Industrial",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,252,401,2,202306,6.487222222222222,1.75,,
10451,8.67,0,2,"Usages for Oven 2 for the month of Jun, 2023 at 417 Industrial",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,252,401,2,202306,4.954722222222222,1.75,,
10452,6.48,0,2,"Usages for Oven 4 for the month of Jun, 2023 at 417 Industrial",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,252,401,2,202306,3.7008333333333336,1.75,,
10453,4.30,0,2,"Usages for Range Left for the month of Jun, 2023 at 401 Industrial",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,526,401,2,202306,2.6030555555555557,1.65,,
10454,0.01,0,2,"Usages for Burner 2 for the month of Jun, 2023 at 401 Industrial",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,586,401,2,202306,0.006388888888888889,2.25,,
10455,0.00,0,2,"Usages for Burner 2 for the month of Jun, 2023 at 401 Industrial",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,566,401,2,202306,0.001388888888888889,2.25,,
10456,0.00,0,2,"Usages for Double Low Burner for the month of Jun, 2023 at 401 Industrial",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,566,401,2,202306,0.0016666666666666668,2.25,,
10457,0.00,0,2,"Usages for Burner 3 for the month of Jun, 2023 at 401 Industrial",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,566,401,2,202306,0.0025,1.5,,
10458,2.47,0,2,"Usages for Range Right for the month of Jun, 2023 at 401 Industrial",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,566,401,2,202306,2.4655555555555555,1,,
10459,4.87,0,2,"Usages for Range Left for the month of Jun, 2023 at 401 Industrial",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,566,401,2,202306,2.9541666666666666,1.65,,
10460,2.47,0,2,"Usages for Range Left for the month of Jun, 2023 at 401 Industrial",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,578,401,2,202306,1.4972222222222222,1.65,,
10461,3.43,0,2,"Usages for Oven 3 for the month of Jun, 2023 at 417 Industrial",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,287,401,2,202306,1.96,1.75,,
10462,2.16,0,2,"Usages for Oven 4 for the month of Jun, 2023 at 417 Industrial",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,287,401,2,202306,1.2338888888888888,1.75,,
10463,0.00,0,2,"Usages for Small Mixer for the month of Jun, 2023 at 401 Industrial",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,582,401,2,202306,0.0011111111111111111,1.5,,
10464,0.01,0,2,"Usages for Range Right for the month of Jun, 2023 at 401 Industrial",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,582,401,2,202306,0.011111111111111112,1,,
10465,10.30,0,2,"Usages for Range Left for the month of Jun, 2023 at 401 Industrial",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,582,401,2,202306,6.245277777777778,1.65,,
10466,2.24,0,2,"Usages for Oven 1 for the month of Jun, 2023 at 417 Industrial",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,572,401,2,202306,1.2797222222222222,1.75,,
10467,0.00,0,2,"Usages for Fryer for the month of Jun, 2023 at 401 Industrial",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,595,401,2,202306,0.0002777777777777778,1.95,,
10468,0.01,0,2,"Usages for Oven 1 for the month of Jun, 2023 at 401 Industrial",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,595,401,2,202306,0.005833333333333334,1.75,,
10469,575,0,2,"Membership fee for the month of July, 2023",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,595,400,4,202306,,,,mo-595-504-2023-7
10470,30,0,2,"Freezer plug in charge  for the month of July, 2023",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,574,400,4,202306,,,,mo-574-512-2023-7
10471,665,0,2,"Membership fee for the month of July, 2023",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,574,400,4,202306,,,,mo-574-511-2023-7
10472,0,0,2,"Membership fee for the month of July, 2023",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,597,400,4,202306,,,,mo-597-522-2023-7
10473,150,0,2,"Cold storage for the month of July 2023  for the month of July, 2023",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,563,400,4,202306,,,,mo-563-506-2023-7
10474,500,0,2,"Membership fee for the month of July, 2023",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,563,400,4,202306,,,,mo-563-505-2023-7
10477,500,0,2,"Membership fee for the month of July, 2023",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,547,400,4,202306,,,,mo-547-459-2023-7
10478,650,0,2,"Freezer space  for the month of July, 2023",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,168,400,4,202306,,,,mo-168-454-2023-7
10479,30450,0,2,"$4200 x 6.5 Stations, $3150 Small Station
 for the month of July, 2023",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,168,400,4,202306,,,,mo-168-453-2023-7
10480,0,0,1,"3 x Full Stations @ $2,650 + $1,500 Office Space. Extra cold storage $350. New Contract TO BE SIGNED expires Jan 31, 2023. 6 month contract at 5% upcharge =10132.50 for the month of July, 2023",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,156,,4,202306,,,,mo-156-9-2023-7
10481,2227.5,0,2,"uplift 15% for the month of July, 2023",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,125,400,4,202306,,,,mo-125-436-2023-7
10482,150,0,2,"In station plug in 5x30 for the month of July, 2023",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,125,400,4,202306,,,,mo-125-435-2023-7
10483,300,0,2,"Cold Storage  for the month of July, 2023",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,125,400,4,202306,,,,mo-125-434-2023-7
10484,14400,0,2,"Station 4.5 for the month of July, 2023",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,125,400,4,202306,,,,mo-125-433-2023-7
10487,1630,0,2,"Membership fee for the month of July, 2023",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,519,400,4,202306,,,,mo-519-259-2023-7
10488,1500,0,2,"Membership fee for the month of July, 2023",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,584,400,4,202306,,,,mo-584-488-2023-7
10489,3200,0,2,"Membership fee for the month of July, 2023",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,536,400,4,202306,,,,mo-536-335-2023-7
10490,0,0,2,"rent for the month of March base + uplift  for the month of July, 2023",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,269,400,4,202306,,,,mo-269-398-2023-7
10491,3200,0,2,"Membership fee for the month of July, 2023",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,568,401,4,202306,,,,mo-568-462-2023-7
10492,475,0,2,"Membership fee   for the month of July, 2023",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,553,400,4,202306,,,,mo-553-477-2023-7
10493,650,0,2,"Membership fee for the month of July, 2023",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,566,400,4,202306,,,,mo-566-458-2023-7
10494,1150,0,2,"Membership fee for the month of July, 2023",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,521,400,4,202306,,,,mo-521-468-2023-7
10495,5500,0,2,"Membership fee for the month of July, 2023",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,586,400,4,202306,,,,mo-586-501-2023-7
10496,450,0,2,"Membership fee for the month of July, 2023",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,572,400,4,202306,,,,mo-572-467-2023-7
10497,0,0,1,"401 Three/Quarter Station $2100 + GST
1 year contract ends April 30, 2023 for the month of July, 2023",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,288,,4,202306,,,,mo-288-226-2023-7
10498,450,0,2,"Membership fee for the month of July, 2023",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,578,400,4,202306,,,,mo-578-470-2023-7
10499,1850,0,2,"Membership fee for the month of July, 2023",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,588,400,4,202306,,,,mo-588-490-2023-7
10500,160,0,2,"Plug in charge per month  for the month of July, 2023",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,551,400,4,202306,,,,mo-551-476-2023-7
10501,2650,0,2,"Membership fee from June 1 2023 contract to full station  for the month of July, 2023",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,551,400,4,202306,,,,mo-551-475-2023-7
10502,850,0,2,"Membership fee  for the month of July, 2023",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,582,400,4,202306,,,,mo-582-525-2023-7
10504,5390,0,2,"Membership Fee for the month of July, 2023",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,234,400,4,202306,,,,mo-234-420-2023-7
10505,0,0,2,"Membership fee for the month of July, 2023",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,549,400,4,202306,,,,mo-549-486-2023-7
10506,650,0,2,"Membership fee for the month of July, 2023",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,590,400,4,202306,,,,mo-590-518-2023-7
10507,1100,0,2,"Membership Fee for the month of July, 2023",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,526,400,4,202306,,,,mo-526-452-2023-7
10508,550,0,2,"Membership fee for the month of June start date 29th June  for the month of July, 2023",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,580,400,4,202306,,,,mo-580-496-2023-7
10509,1700,0,2,"Membership fee for the month of July, 2023",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,545,401,4,202306,,,,mo-545-362-2023-7
10510,500,0,2,"Membership fee for the month of July, 2023",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,542,400,4,202306,,,,mo-542-416-2023-7
10511,1850,0,2,"Rent for  1/2 station at 401  for the month of July, 2023",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,523,400,4,202306,,,,mo-523-332-2023-7
10512,6000,0,2,"Rent for pop up for the month of July, 2023",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,523,400,4,202306,,,,mo-523-331-2023-7
10513,600,0,2,"Membership fee for the month of July, 2023",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,532,400,4,202306,,,,mo-532-333-2023-7
10514,2650,0,2,"Membership fee  for the month of July, 2023",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,592,400,4,202306,,,,mo-592-500-2023-7
10904,0.00,0,2,"Usages for Oven 5 for the month of Aug, 2023 at 401 Industrial",2023-08-22 17:46:05.950384+00,2023-08-22 17:46:05.950384+00,625,401,2,202308,0.0002777777777777778,1.75,,
10905,1366.66,0,2,"Membership fee - August pro rated 20 days 1/2 station for the month of September, 2023",2023-08-22 17:46:05.950384+00,2023-08-22 17:46:05.950384+00,625,400,4,202308,,,,mo-625-604-2023-9
10515,1600,0,2,"half station $1550 + GST 
1 year contract ending Mar 31 2023 for the month of July, 2023",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,164,400,4,202306,,,,mo-164-418-2023-7
10516,0,0,2,"$2650 full station, $25 plug-in for fridge = $2675 + GST
1 year contract ends March 31 2023 for the month of July, 2023",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,223,400,4,202306,,,,mo-223-382-2023-7
10517,522.5,0,2,"Contract expires 30th September 2023
475 + 10% Uplift 
 for the month of July, 2023",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,172,400,4,202306,,,,mo-172-390-2023-7
10518,0,0,2,"half station $1650 + 10%+ GST 
 for the month of July, 2023",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,272,400,4,202306,,,,mo-272-495-2023-7
10519,1600,0,2,"Half Station $1550 + GST
1 year contract ending March 31, 2023 for the month of July, 2023",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,275,400,4,202306,,,,mo-275-480-2023-7
10520,2650,0,2,"Membership fee for the month of July, 2023",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,294,400,4,202306,,,,mo-294-487-2023-7
10521,10150,0,2,"Membership Fee for the month of July, 2023",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,167,400,4,202306,,,,mo-167-464-2023-7
10522,1650,0,2,"$1650 half station, (includes $25 plug-in charge)  for the month of July, 2023",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,179,400,4,202306,,,,mo-179-283-2023-7
10523,950,0,2,"Quarter Station for the month of July, 2023",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,252,400,4,202306,,,,mo-252-405-2023-7
10524,3200,0,2,"Rent Charge for one station  for the month of July, 2023",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,273,400,4,202306,,,,mo-273-375-2023-7
10525,1550,0,2,"417 Half Station $1550 + GST
1 year contract ends May 23, 2023 for the month of July, 2023",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,285,400,4,202306,,,,mo-285-296-2023-7
10526,950,0,2,"417 Quarter Station $950 + GST
1 year contract ends May 31, 2023 for the month of July, 2023",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,287,400,4,202306,,,,mo-287-306-2023-7
10527,1630,0,2,"$1630 rent for office space at 1605 W5th (Lazy Gourmet)
$90 for cleaning
(1540+90)  for the month of July, 2023",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,260,400,4,202306,,,,mo-260-270-2023-7
10528,600,0,2,"super light station $525 + GST
1 year contract ending Oct 31, 2022 for the month of July, 2023",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,77,400,4,202306,,,,mo-77-289-2023-7
10529,2650,0,2,"Membership Fee for the month of July, 2023",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,290,400,4,202306,,,,mo-290-414-2023-7
10530,0,0,1," for the month of July, 2023",2023-06-29 20:30:33.390567+00,2023-06-29 20:30:33.390567+00,190,,4,202306,,,,mo-190-16-2023-7
10531,137.5,0,2,Change of the station size prorated from 15th June -30th June ,2023-07-01 18:54:21.020656+00,2023-06-30 18:54:09.152+00,582,400,0,,1,137.5,,
10532,11.67,0,2,"Usages for Burner 3 for the month of Jun, 2023 at 401 Industrial",2023-07-01 19:06:34.453913+00,2023-07-01 19:06:34.453913+00,125,401,2,202306,7.778611111111111,1.5,,
10533,15.06,0,2,"Usages for Burner 2 for the month of Jun, 2023 at 401 Industrial",2023-07-01 19:06:34.453913+00,2023-07-01 19:06:34.453913+00,125,401,2,202306,6.693333333333333,2.25,,
10534,5.09,0,2,"Usages for Oven 4 for the month of Jun, 2023 at 401 Industrial",2023-07-01 19:06:34.453913+00,2023-07-01 19:06:34.453913+00,125,401,2,202306,2.9066666666666667,1.75,,
10535,5.48,0,2,"Usages for Oven 6 for the month of Jun, 2023 at 401 Industrial",2023-07-01 19:06:34.453913+00,2023-07-01 19:06:34.453913+00,125,401,2,202306,3.129722222222222,1.75,,
10536,5.48,0,2,"Usages for Oven 3 for the month of Jun, 2023 at 401 Industrial",2023-07-01 19:06:34.453913+00,2023-07-01 19:06:34.453913+00,125,401,2,202306,3.1294444444444443,1.75,,
10537,6.97,0,2,"Usages for Large Mixer for the month of Jun, 2023 at 401 Industrial",2023-07-01 19:06:34.453913+00,2023-07-01 19:06:34.453913+00,125,401,2,202306,3.9844444444444442,1.75,,
10538,7.87,0,2,"Usages for Double Low Burner for the month of Jun, 2023 at 401 Industrial",2023-07-01 19:06:34.453913+00,2023-07-01 19:06:34.453913+00,125,401,2,202306,3.4963888888888888,2.25,,
10539,2.73,0,2,"Usages for Oven 3 for the month of Jun, 2023 at 417 Industrial",2023-07-01 19:06:34.453913+00,2023-07-01 19:06:34.453913+00,574,401,2,202306,1.5594444444444444,1.75,,
10540,0.23,0,2,"Usages for Range Right for the month of Jun, 2023 at 401 Industrial",2023-07-01 19:06:34.453913+00,2023-07-01 19:06:34.453913+00,273,401,2,202306,0.2288888888888889,1,,
10541,1.42,0,2,"Usages for Oven 2 for the month of Jun, 2023 at 401 Industrial",2023-07-01 19:06:34.453913+00,2023-07-01 19:06:34.453913+00,273,401,2,202306,0.808888888888889,1.75,,
10542,6.05,0,2,"Usages for Burner 3 for the month of Jun, 2023 at 401 Industrial",2023-07-01 19:06:34.453913+00,2023-07-01 19:06:34.453913+00,273,401,2,202306,4.036388888888888,1.5,,
10543,17.38,0,2,"Usages for Mochido Fryer for the month of Jun, 2023 at Laurel Street Upstairs",2023-07-01 19:06:34.453913+00,2023-07-01 19:06:34.453913+00,234,401,2,202306,9.931666666666667,1.75,,
10544,2.93,0,2,"Usages for Oven 2 for the month of Jun, 2023 at Laurel Street Upstairs",2023-07-01 19:06:34.453913+00,2023-07-01 19:06:34.453913+00,234,401,2,202306,1.9533333333333334,1.5,,
10545,0.0,0,2,"Usages for Range for the month of Jun, 2023 at Laurel Street Upstairs",2023-07-01 19:06:34.453913+00,2023-07-01 19:06:34.453913+00,234,401,2,202306,0,1.5,,
11203,334.76,0,2,"Usages for Oven 1 for the month of Sep, 2023 at Laurel Street - Downstairs (HACCP)",2023-10-02 12:34:23.146936+00,2023-10-02 12:34:23.146936+00,168,401,2,202309,247.9719444444444,1.35,,
11204,407.86,0,2,"Usages for Range (Left) for the month of Sep, 2023 at Laurel Street - Downstairs (HACCP)",2023-10-02 12:34:23.146936+00,2023-10-02 12:34:23.146936+00,168,401,2,202309,271.9075,1.5,,
11205,45.48,0,2,"Usages for Dble Burner 4 (Right) for the month of Sep, 2023 at Laurel Street - Downstairs (HACCP)",2023-10-02 12:34:23.146936+00,2023-10-02 12:34:23.146936+00,168,401,2,202309,25.99027777777778,1.75,,
11206,1739.74,0,2,"Usages for Upmeals - Combi Oven for the month of Sep, 2023 at Laurel Street - Downstairs (HACCP)",2023-10-02 12:34:23.146936+00,2023-10-02 12:34:23.146936+00,168,401,2,202309,316.31694444444446,5.5,,
10551,8.52,0,2,"Usages for Dble Burner 1 (Left) for the month of Jun, 2023 at Laurel Street - Downstairs (HACCP)",2023-07-01 19:06:34.453913+00,2023-07-01 19:06:34.453913+00,167,401,2,202306,4.866666666666666,1.75,,
10552,3.69,0,2,"Usages for Fryer (Left) for the month of Jun, 2023 at Laurel Street - Downstairs (HACCP)",2023-07-01 19:06:34.453913+00,2023-07-01 19:06:34.453913+00,167,401,2,202306,2.4588888888888887,1.5,,
10553,10.04,0,2,"Usages for Kirin - Wok for the month of Jun, 2023 at Laurel Street - Downstairs (HACCP)",2023-07-01 19:06:34.453913+00,2023-07-01 19:06:34.453913+00,167,401,2,202306,5.736944444444444,1.75,,
10554,10.04,0,2,"Usages for Kirin - Steamer for the month of Jun, 2023 at Laurel Street - Downstairs (HACCP)",2023-07-01 19:06:34.453913+00,2023-07-01 19:06:34.453913+00,167,401,2,202306,5.736944444444444,1.75,,
10555,25.37,0,2,"Usages for Double Low Burner for the month of Jun, 2023 at 401 Industrial",2023-07-01 19:06:34.453913+00,2023-07-01 19:06:34.453913+00,536,401,2,202306,11.274166666666666,2.25,,
10556,9.77,0,2,"Usages for Range Left for the month of Jun, 2023 at 401 Industrial",2023-07-01 19:06:34.453913+00,2023-07-01 19:06:34.453913+00,536,401,2,202306,5.9205555555555565,1.65,,
10557,1.55,0,2,"Usages for Oven 1 for the month of Jun, 2023 at 401 Industrial",2023-07-01 19:06:34.453913+00,2023-07-01 19:06:34.453913+00,536,401,2,202306,0.8869444444444444,1.75,,
10558,2.41,0,2,"Usages for Oven 5 for the month of Jun, 2023 at 401 Industrial",2023-07-01 19:06:34.453913+00,2023-07-01 19:06:34.453913+00,536,401,2,202306,1.3783333333333334,1.75,,
10559,10.06,0,2,"Usages for Burner 2 for the month of Jun, 2023 at 401 Industrial",2023-07-01 19:06:34.453913+00,2023-07-01 19:06:34.453913+00,536,401,2,202306,4.472777777777778,2.25,,
10560,1.68,0,2,"Usages for Oven 4 for the month of Jun, 2023 at 401 Industrial",2023-07-01 19:06:34.453913+00,2023-07-01 19:06:34.453913+00,536,401,2,202306,0.9575,1.75,,
18544,-20,0,2,Holidays Discount,2025-01-01 19:20:22.093401+00,2024-12-31 19:20:14.647+00,755,400,0,,1,-20,,
10561,1.34,0,2,"Usages for Oven 3 for the month of Jun, 2023 at 401 Industrial",2023-07-01 19:06:34.453913+00,2023-07-01 19:06:34.453913+00,536,401,2,202306,0.7669444444444444,1.75,,
10562,0.19,0,2,"Usages for Range Right for the month of Jun, 2023 at 401 Industrial",2023-07-01 19:06:34.453913+00,2023-07-01 19:06:34.453913+00,536,401,2,202306,0.19333333333333333,1,,
10563,0.61,0,2,"Usages for Large Mixer for the month of Jun, 2023 at 401 Industrial",2023-07-01 19:06:34.453913+00,2023-07-01 19:06:34.453913+00,536,401,2,202306,0.3463888888888889,1.75,,
10564,0.01,0,2,"Usages for Burner 2 for the month of Jun, 2023 at 401 Industrial",2023-07-01 19:06:34.453913+00,2023-07-01 19:06:34.453913+00,584,401,2,202306,0.005277777777777778,2.25,,
10565,1.37,0,2,"Usages for Oven 4 for the month of Jun, 2023 at 417 Industrial",2023-07-01 19:06:34.453913+00,2023-07-01 19:06:34.453913+00,179,401,2,202306,0.7838888888888889,1.75,,
10566,1.02,0,2,"Usages for Oven 3 for the month of Jun, 2023 at 417 Industrial",2023-07-01 19:06:34.453913+00,2023-07-01 19:06:34.453913+00,179,401,2,202306,0.5805555555555556,1.75,,
10567,27.14,0,2,"Usages for Range (Left) for the month of Jun, 2023 at Laurel Street - Downstairs (HACCP)",2023-07-01 19:06:34.453913+00,2023-07-01 19:06:34.453913+00,168,401,2,202306,18.09027777777778,1.5,,
10568,33.41,0,2,"Usages for Dble Burner 2 (Left) for the month of Jun, 2023 at Laurel Street - Downstairs (HACCP)",2023-07-01 19:06:34.453913+00,2023-07-01 19:06:34.453913+00,168,401,2,202306,19.09111111111111,1.75,,
10569,82.53,0,2,"Usages for Upmeals - Combi Oven for the month of Jun, 2023 at Laurel Street - Downstairs (HACCP)",2023-07-01 19:06:34.453913+00,2023-07-01 19:06:34.453913+00,168,401,2,202306,15.005277777777778,5.5,,
10570,1.24,0,2,"Usages for Oven 1 for the month of Jun, 2023 at Laurel Street - Downstairs (HACCP)",2023-07-01 19:06:34.453913+00,2023-07-01 19:06:34.453913+00,168,401,2,202306,0.9213888888888889,1.35,,
10571,9.57,0,2,"Usages for Fryer (Left) for the month of Jun, 2023 at Laurel Street - Downstairs (HACCP)",2023-07-01 19:06:34.453913+00,2023-07-01 19:06:34.453913+00,168,401,2,202306,6.379444444444444,1.5,,
10572,11.17,0,2,"Usages for Dble Burner 1 (Left) for the month of Jun, 2023 at Laurel Street - Downstairs (HACCP)",2023-07-01 19:06:34.453913+00,2023-07-01 19:06:34.453913+00,168,401,2,202306,6.385,1.75,,
10573,3.40,0,2,"Usages for Burner 3 for the month of Jun, 2023 at 401 Industrial",2023-07-01 19:06:34.453913+00,2023-07-01 19:06:34.453913+00,582,401,2,202306,2.2647222222222223,1.5,,
10574,2.55,0,2,"Usages for Range for the month of Jun, 2023 at Laurel Street Upstairs",2023-07-01 19:06:34.453913+00,2023-07-01 19:06:34.453913+00,290,401,2,202306,1.698888888888889,1.5,,
10575,1.21,0,2,"Usages for Oven 1 for the month of Jun, 2023 at Laurel Street Upstairs",2023-07-01 19:06:34.453913+00,2023-07-01 19:06:34.453913+00,290,401,2,202306,0.8088888888888889,1.5,,
10576,0.17,0,2,"Usages for Oven 1 for the month of Jun, 2023 at 401 Industrial",2023-07-01 19:06:34.453913+00,2023-07-01 19:06:34.453913+00,43,401,2,202306,0.09638888888888889,1.75,,
10577,0.00,0,2,"Usages for Oven 6 for the month of Jun, 2023 at 401 Industrial",2023-07-01 19:06:34.453913+00,2023-07-01 19:06:34.453913+00,43,401,2,202306,0.0002777777777777778,1.75,,
10578,0.10,0,2,"Usages for Oven 4 for the month of Jun, 2023 at 401 Industrial",2023-07-01 19:06:34.453913+00,2023-07-01 19:06:34.453913+00,43,401,2,202306,0.056666666666666664,1.75,,
10579,0.38,0,2,"Usages for Oven 5 for the month of Jun, 2023 at 401 Industrial",2023-07-01 19:06:34.453913+00,2023-07-01 19:06:34.453913+00,43,401,2,202306,0.21444444444444444,1.75,,
10580,3.30,0,2,"Usages for Oven 2 for the month of Jun, 2023 at 417 Industrial",2023-07-01 19:06:34.453913+00,2023-07-01 19:06:34.453913+00,285,401,2,202306,1.8875,1.75,,
