id,principal_id,"""timestamp""",received_date,amount,receiving_person_id,payment_method_id,payment_vendor_transaction_id,amount_applied
3935,706,2024-05-11 17:27:14.261+00,2024-05-11,1237.37,,6cb09405-0336-4b36-9623-12d5b20eceb8,pi_3PFJhUErEU2Ft5WI0CtHrTHL_secret_i6ZmTbPS6KUl7cj6PmHwQSkAC,1237.37
3960,683,2024-05-13 19:44:22.542+00,2024-05-09,1080.93,485,6cc09405-0336-4b36-9623-12d5b20ecbb6,,1080.93
3961,745,2024-05-13 19:45:20.009+00,2024-05-09,495,485,6cc09405-0336-4b36-9623-12d5b20ecbb6,,495
4002,164,2024-06-06 20:23:48.68+00,2024-06-05,1690.38,485,6cc09405-0336-4b36-9623-12d5b20ecbb6,,1690.38
4026,742,2024-06-11 01:34:59.411+00,2024-06-10,997.5,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,997.5
4049,755,2024-06-21 19:23:20.676+00,2024-06-21,1942.5,,6cb09405-0336-4b36-9623-12d5b20eceb8,pi_3PUD3KErEU2Ft5WI1vEHmFRb_secret_W272PPSpp2NeAqPhHOoWVFelw,1942.5
4130,703,2024-07-30 00:43:08.975+00,2024-07-18,600,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,600
4132,703,2024-07-30 00:45:16.791+00,2024-07-29,8,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,4.870000000000346
4175,667,2024-08-07 22:55:20.556+00,2024-08-07,200,485,6cc09405-0336-4b36-9623-12d5b20ecbb6,,200
4203,234,2024-08-15 00:03:20.682+00,2024-08-13,6296.35,485,6cc09405-0336-4b36-9623-12d5b20ecbb6,,6296.35
4205,650,2024-08-15 00:05:42.351+00,2024-08-13,2380.22,485,6cc09405-0336-4b36-9623-12d5b20ecbb6,,2380.22
4236,761,2024-09-17 04:58:31.618+00,2024-09-04,2580.14,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,2580.14
4280,727,2024-09-24 20:17:08.429+00,2024-09-18,420,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,420
4313,750,2024-10-11 20:44:30.308+00,2024-10-08,891.83,485,6cc09405-0336-4b36-9623-12d5b20ecbb6,,891.83
4343,735,2024-10-27 06:02:55.278+00,2024-10-26,1000,485,6cc09405-0336-4b36-9623-12d5b20ecbb6,,1000
4365,285,2024-11-08 17:48:44.937+00,2024-11-05,1745.32,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,1745.32
3221,179,2023-05-04 16:49:57.767+00,2023-05-03,1811.17,482,6cc09405-0336-4b36-9623-12d5b20ecbb6,,1811.17
3243,77,2023-05-10 22:11:28.138+00,2023-04-28,630,482,6cc09405-0336-4b36-9623-12d5b20ecbb6,,630
3264,534,2023-06-02 16:27:02.88+00,2023-06-02,300,482,6cc09405-0336-4b36-9623-12d5b20ecbb6,,300
3290,523,2023-06-12 18:50:42.33+00,2023-06-12,6300,482,6cc09405-0336-4b36-9623-12d5b20ecbb6,,6300
3310,272,2023-06-19 17:29:58.395+00,2023-06-17,150,482,6cc09405-0336-4b36-9623-12d5b20ecbb6,,150
4283,601,2024-09-24 20:19:34.39+00,2024-09-21,1000,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,1000
3330,536,2023-07-10 16:54:02.045+00,2023-07-09,2000,482,6cc09405-0336-4b36-9623-12d5b20ecbb6,,2000.00
4284,735,2024-09-24 20:20:18.651+00,2024-09-23,1500,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,1500
3395,572,2023-08-04 22:55:28.803+00,2023-08-04,477.56,482,6cc09405-0336-4b36-9623-12d5b20ecbb6,,477.56
3374,526,2023-07-26 01:33:09.944+00,2023-07-25,100,311,6cb09405-0336-4b36-9623-12d5b20eceb7,,100
3418,582,2023-08-15 19:20:11.978+00,2023-08-03,897.74,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,897.74
3439,568,2023-08-27 05:44:39.888+00,2023-08-23,792.65,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,792.6500000000000
3353,584,2023-07-11 19:20:47.989+00,2023-07-11,1700.59,482,6cc09405-0336-4b36-9623-12d5b20ecbb6,,1700.59
3475,179,2023-09-13 04:51:23.801+00,2023-09-03,1819.19,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,1819.19
4290,638,2024-10-07 18:03:02.833+00,2024-10-07,587.77,782,6cb09405-0336-4b36-9623-12d5b20eceb6,,587.77
3501,521,2023-10-05 18:13:22.314+00,2023-10-04,1207.5,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,1207.5
3531,568,2023-10-17 19:58:39.6+00,2023-10-14,1000,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,1000
3554,625,2023-10-31 23:57:59.802+00,2023-10-27,743.75,495,6cc09405-0336-4b36-9623-12d5b20ecbb6,,743.75
3592,536,2023-11-24 22:55:45.214+00,2023-11-24,3377.68,311,c905deaa-9732-4583-84d8-c6fd7e45aa22,,3377.68
3617,648,2023-12-04 23:58:51.591+00,2023-12-04,2283.75,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,2283.75
3646,172,2023-12-19 22:52:05.749+00,2023-12-19,499.11,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,499.11
3667,660,2024-01-09 01:58:49.823+00,2023-12-20,3150,485,6cc09405-0336-4b36-9623-12d5b20ecbb6,,3150
3693,621,2024-01-11 17:33:12.06+00,2024-01-11,2300,631,6cb09405-0336-4b36-9623-12d5b20eceb6,,2300
3692,294,2024-01-11 17:31:53.388+00,2024-01-11,3225.75,631,6cb09405-0336-4b36-9623-12d5b20eceb6,,3225.75
3715,625,2024-01-31 05:00:26.117+00,2024-01-26,389.38,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,389.38
3716,625,2024-01-31 05:00:56.148+00,2024-01-25,3000,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,3000
3721,287,2024-02-05 22:21:02.536+00,2024-02-05,997.5,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,997.5
3754,670,2024-02-09 20:29:34.404+00,2024-02-09,230.16,311,6cb09405-0336-4b36-9623-12d5b20eceb6,,230.16
2303,252,2021-07-06 06:39:41+00,2021-07-06,662.39,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,662.39
2408,252,2021-09-08 12:57:04+00,2021-09-08,689.82,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,689.82
2510,252,2021-11-17 11:21:09+00,2021-11-17,713.61,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,713.61
2550,252,2021-12-28 09:20:57+00,2021-12-28,713.61,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,713.61
3771,252,2022-01-18 06:44:41+00,2022-11-18,1013.97,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,1013.97
3147,252,2023-03-14 23:46:42.303+00,2023-03-04,1018.87,,6cc09405-0336-4b36-9623-12d5b20ecbb6,,1018.87
3791,693,2024-03-11 19:28:49.789+00,2024-03-05,236,485,6cc09405-0336-4b36-9623-12d5b20ecbb6,,236
3810,676,2024-03-11 20:16:18.588+00,2024-03-09,1339.68,485,6cc09405-0336-4b36-9623-12d5b20ecbb6,,1339.68
3834,625,2024-03-27 21:05:52.377+00,2024-03-27,1000,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,1000.00
3835,584,2024-03-27 21:07:35.198+00,2024-03-26,1698.92,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,1698.92
3860,727,2024-04-05 20:08:06.662+00,2024-04-04,400,485,6cc09405-0336-4b36-9623-12d5b20ecbb6,,400
3884,648,2024-04-12 21:09:39.111+00,2024-04-09,1327,485,6cc09405-0336-4b36-9623-12d5b20ecbb6,,1327
2393,223,2021-08-18 04:28:16+00,2021-08-18,210,,,,210
3905,595,2024-04-19 01:02:46.798+00,2024-04-13,100,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,100.00
3906,578,2024-04-19 01:03:46.578+00,2024-04-13,479.09,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,479.09
3907,625,2024-04-19 01:05:34.16+00,2024-04-15,455.58,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,455.58
3910,717,2024-04-22 18:54:41.62+00,2024-04-19,1811,311,c905deaa-9732-4583-84d8-c6fd7e45aa22,,1811
3912,697,2024-05-02 23:40:22.142+00,2024-04-23,500,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,500.00
3962,572,2024-05-13 19:47:03.308+00,2024-05-09,474.71,485,6cc09405-0336-4b36-9623-12d5b20ecbb6,,474.71
3980,538,2024-05-27 22:37:12.455+00,2024-05-27,1800,485,b4c24f3d-97f5-4d7c-9898-eecd0502ce20,,1800.00
3981,582,2024-06-04 06:56:29.464+00,2024-06-03,901.01,,6cb09405-0336-4b36-9623-12d5b20eceb8,pi_3PNrIFErEU2Ft5WI1Cc7xwPm_secret_epJ25d8EOgHLRAzTN26T3Ssjl,901.01
4003,545,2024-06-06 20:24:53.32+00,2024-06-05,816.16,485,6cc09405-0336-4b36-9623-12d5b20ecbb6,,816.16
4027,234,2024-06-11 01:48:09.541+00,2024-06-06,6267.13,311,c905deaa-9732-4583-84d8-c6fd7e45aa22,,6267.13
4050,717,2024-06-21 22:37:26.41+00,2024-06-20,3000,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,3000
4055,761,2024-07-04 01:33:35.004+00,2024-07-03,2310,311,6cb09405-0336-4b36-9623-12d5b20eceb6,,2310
4085,654,2024-07-08 21:30:31.182+00,2024-07-08,4293.13,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,4293.13
4092,545,2024-07-10 20:10:49.893+00,2024-07-10,835.23,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,835.23
4093,742,2024-07-10 20:11:17.087+00,2024-07-10,1055.69,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,1055.69
4109,703,2024-07-11 21:39:30.762+00,2024-07-11,805,311,6cb09405-0336-4b36-9623-12d5b20eceb6,,805.00
4131,703,2024-07-30 00:44:21.797+00,2024-07-29,675,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,675
4141,667,2024-08-01 19:15:02.567+00,2024-07-31,200,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,200
4145,613,2024-08-01 21:17:40.19+00,2024-08-01,2325.28,,6cb09405-0336-4b36-9623-12d5b20eceb8,pi_3Pj6NRErEU2Ft5WI1Fbk6gLW_secret_lRUAF7L08I7Zkwki4yPco5QBJ,2325.28
4151,545,2024-08-07 22:25:59.35+00,2024-08-01,460,485,6cc09405-0336-4b36-9623-12d5b20ecbb6,,460
4176,755,2024-08-08 00:48:45.822+00,2024-08-07,2021.5,,6cb09405-0336-4b36-9623-12d5b20eceb8,pi_3PlKX1ErEU2Ft5WI0Yed2q0K_secret_l44MNEkjZRwYQPeKmXL7Doqma,2021.5
4180,767,2024-08-14 23:16:36.86+00,2024-08-07,2000,485,6cc09405-0336-4b36-9623-12d5b20ecbb6,,2000
4204,648,2024-08-15 00:04:40.616+00,2024-08-13,1312.87,485,6cc09405-0336-4b36-9623-12d5b20ecbb6,,1312.87
4213,582,2024-08-22 18:54:56.041+00,2024-08-22,75,,6cb09405-0336-4b36-9623-12d5b20eceb8,pi_3Pqg9qErEU2Ft5WI0L3yVTqx_secret_gVmYPyOg3nKXnsBMMYEaLQJwJ,75
4217,778,2024-08-29 20:56:57.87+00,2024-08-28,556.5,744,6cc09405-0336-4b36-9623-12d5b20ecbb6,,556.5
4237,699,2024-09-17 04:59:06.458+00,2024-09-04,2572.96,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,2572.96
4281,735,2024-09-24 20:17:48.228+00,2024-09-20,1500,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,1500
4282,595,2024-09-24 20:18:18.512+00,2024-09-20,100,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,100
4291,582,2024-10-11 01:49:38.466+00,2024-10-10,1234.74,,6cb09405-0336-4b36-9623-12d5b20eceb8,pi_3Q8Xz2ErEU2Ft5WI02fZttDF_secret_GALe9Sgnit4qgTbiVTScPcp3k,1234.74
4314,252,2024-10-11 20:45:13.979+00,2024-10-08,1670.8,485,6cc09405-0336-4b36-9623-12d5b20ecbb6,,1670.8
4315,285,2024-10-11 20:46:33.366+00,2024-10-08,1789.95,485,6cc09405-0336-4b36-9623-12d5b20ecbb6,,1789.95
4316,719,2024-10-11 20:47:59.211+00,2024-10-08,1212.14,485,6cc09405-0336-4b36-9623-12d5b20ecbb6,,1212.14
4344,735,2024-10-29 16:29:28.635+00,2024-10-29,2000,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,2000
4366,699,2024-11-08 17:52:19.23+00,2024-11-06,2855.86,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,2855.86
3222,540,2023-05-04 16:50:47.739+00,2023-05-03,787.51,482,6cc09405-0336-4b36-9623-12d5b20ecbb6,,787.51
3244,273,2023-05-11 16:57:18.163+00,2023-05-11,1200,482,6cc09405-0336-4b36-9623-12d5b20ecbb6,,1200
3265,534,2023-06-02 16:27:48.169+00,2023-06-02,1849.75,482,6cc09405-0336-4b36-9623-12d5b20ecbb6,,1849.75
4206,735,2024-08-15 00:06:45.874+00,2024-08-13,2000,485,6cc09405-0336-4b36-9623-12d5b20ecbb6,,2000
4214,586,2024-08-22 22:08:29.923+00,2024-08-19,8300,744,c905deaa-9732-4583-84d8-c6fd7e45aa22,,8300
4218,667,2024-08-29 23:27:06.723+00,2024-08-29,1200,744,6cb09405-0336-4b36-9623-12d5b20eceb6,,1200.00
4238,680,2024-09-17 05:04:14.544+00,2024-09-04,2093.6,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,2093.6
4239,683,2024-09-17 05:04:58.448+00,2024-09-04,3000,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,3000
4240,287,2024-09-17 05:05:43.629+00,2024-09-05,1088.67,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,1088.67
4242,683,2024-09-17 05:10:03.336+00,2024-09-06,771.46,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,771.46
4245,767,2024-09-17 05:11:49.604+00,2024-09-06,2000,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,2000
4248,629,2024-09-17 05:13:52.648+00,2024-09-07,472.5,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,472.5
4285,735,2024-09-26 03:26:13.925+00,2024-09-25,2993.69,,6cb09405-0336-4b36-9623-12d5b20eceb8,pi_3Q38LHErEU2Ft5WI0enalJYK_secret_KdcpEtpN1vHlYu0l8HCRop4Kr,2993.69
3331,273,2023-07-10 17:03:25.25+00,2023-07-09,1200,482,6cc09405-0336-4b36-9623-12d5b20ecbb6,,1200
3354,536,2023-07-12 16:45:07.296+00,2023-07-12,2000,482,6cc09405-0336-4b36-9623-12d5b20ecbb6,,2000
3375,592,2023-07-26 17:42:13.759+00,2023-07-25,4209.16,482,6cc09405-0336-4b36-9623-12d5b20ecbb6,,4209.16
3396,234,2023-08-14 23:19:39.712+00,2023-08-14,6320.26,311,c905deaa-9732-4583-84d8-c6fd7e45aa22,,6320.26
3419,526,2023-08-15 19:37:46.496+00,2023-08-02,1050,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,1050
3474,542,2023-09-13 04:50:47.611+00,2023-09-04,630,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,630
3502,287,2023-10-05 18:15:08.539+00,2023-10-04,1000.01,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,1000.01
3532,273,2023-10-17 19:59:17.034+00,2023-10-14,1200,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,1200
3533,568,2023-10-17 19:59:48.754+00,2023-10-15,500,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,500
4292,538,2024-10-11 18:05:42.955+00,2024-10-11,700,311,b4c24f3d-97f5-4d7c-9898-eecd0502ce20,,700
3473,519,2023-09-13 04:49:39.761+00,2023-09-05,1744.36,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,1744.3600000000000
4317,601,2024-10-11 20:53:55.67+00,2024-10-09,1461.67,485,6cc09405-0336-4b36-9623-12d5b20ecbb6,,1461.67
3593,167,2023-11-24 22:56:15.018+00,2023-11-07,12618.97,311,c905deaa-9732-4583-84d8-c6fd7e45aa22,,12618.97
3594,234,2023-11-24 22:56:50.089+00,2023-11-24,6336.5,311,c905deaa-9732-4583-84d8-c6fd7e45aa22,,6336.5
3618,572,2023-12-05 00:02:43.972+00,2023-12-04,472.5,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,472.5
3619,285,2023-12-05 00:03:25.619+00,2023-12-04,1671.42,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,1671.42
3620,540,2023-12-05 00:04:38.314+00,2023-12-04,787.5,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,787.5
3647,167,2023-12-19 23:13:48.648+00,2023-12-19,12728.46,311,c905deaa-9732-4583-84d8-c6fd7e45aa22,,12728.46
3668,167,2024-01-10 03:05:50.934+00,2024-01-09,12275.47,311,c905deaa-9732-4583-84d8-c6fd7e45aa22,,12275.47
3694,519,2024-01-12 03:31:27.646+00,2024-01-04,751.4,495,6cc09405-0336-4b36-9623-12d5b20ecbb6,,751.40
3717,693,2024-01-31 05:09:22.011+00,2024-01-23,121.97,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,121.97
3722,683,2024-02-05 22:21:35.546+00,2024-02-05,1361.26,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,1361.26
3724,673,2024-02-05 22:22:34.249+00,2024-02-04,630,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,630
3755,635,2024-02-09 22:39:06.187+00,2024-02-09,1790.44,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,1790.44
3772,625,2024-03-01 22:45:35.393+00,2024-03-01,1155.75,513,6cb09405-0336-4b36-9623-12d5b20eceb6,,1155.75
3792,680,2024-03-11 19:31:39.772+00,2024-03-05,2106.73,485,6cc09405-0336-4b36-9623-12d5b20ecbb6,,2106.73
3811,613,2024-03-11 20:17:45.659+00,2024-03-09,1155,485,6cc09405-0336-4b36-9623-12d5b20ecbb6,,1155
3838,43,2024-03-29 03:13:52.197+00,2024-03-28,3,,6cb09405-0336-4b36-9623-12d5b20eceb8,pi_3OzVt4ErEU2Ft5WI0mrLDKjz_secret_1P5hDkRIFmv7z8316UVw3vFcO,3.00
3839,43,2024-03-29 03:14:17.428+00,2024-03-28,100,,6cb09405-0336-4b36-9623-12d5b20eceb8,pi_3OzVtTErEU2Ft5WI12lDWIKO_secret_73E2BTLpESuufn9dbIG2ZobFt,100.00
3861,715,2024-04-12 20:21:43.889+00,2024-04-05,525,485,6cc09405-0336-4b36-9623-12d5b20ecbb6,,525
3885,635,2024-04-12 21:10:40.077+00,2024-04-09,2260,485,6cc09405-0336-4b36-9623-12d5b20ecbb6,,2260.00
3908,538,2024-04-19 01:06:04.219+00,2024-04-15,1375,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,1375
3909,595,2024-04-19 01:06:46.412+00,2024-04-16,546,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,546.00
3911,168,2024-04-26 21:49:04.734+00,2024-04-26,51518.34,485,c905deaa-9732-4583-84d8-c6fd7e45aa22,,51518.34
3913,252,2024-05-03 00:09:50.54+00,2024-04-24,18.31,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,18.31
3937,678,2024-05-13 18:11:00.944+00,2024-04-04,2100,485,6cc09405-0336-4b36-9623-12d5b20ecbb6,,2100
3963,735,2024-05-13 19:47:59.514+00,2024-05-09,1200,485,6cc09405-0336-4b36-9623-12d5b20ecbb6,,1200
3982,648,2024-06-04 17:33:48.934+00,2024-06-04,1063.75,513,6cb09405-0336-4b36-9623-12d5b20eceb6,,1063.75
4004,638,2024-06-06 20:26:11.848+00,2024-06-05,1126.39,485,6cc09405-0336-4b36-9623-12d5b20ecbb6,,1126.39
4051,717,2024-06-22 15:16:20.76+00,2024-06-22,731.9,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,731.9
4056,769,2024-07-04 02:37:09.986+00,2024-07-01,997.5,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,997.5
4086,750,2024-07-09 01:22:47.762+00,2024-07-08,812.48,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,812.48
4094,285,2024-07-10 20:21:14.701+00,2024-07-10,1804.76,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,1804.76
4110,708,2024-07-12 00:13:59.992+00,2024-07-11,998.19,,6cb09405-0336-4b36-9623-12d5b20eceb8,pi_3PbX7ZErEU2Ft5WI1mxJh4pn_secret_Bcou1L17RWHcYV0yDrg9Qs48I,998.19
4345,667,2024-10-31 22:58:02.22+00,2024-10-31,200,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,200.00
4133,689,2024-07-30 05:39:31.761+00,2024-07-25,75,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,75
4134,665,2024-07-30 05:40:30.602+00,2024-07-24,737.25,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,737.25
4135,678,2024-07-30 05:41:00.409+00,2024-07-24,2100,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,2100
4142,168,2024-08-01 19:19:10.105+00,2024-07-30,8000,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,8000
4146,595,2024-08-01 23:50:05.572+00,2024-08-01,337.5,311,6cb09405-0336-4b36-9623-12d5b20eceb6,,337.50
4152,769,2024-08-07 22:27:41.619+00,2024-08-01,997.5,485,6cc09405-0336-4b36-9623-12d5b20ecbb6,,997.50
4177,582,2024-08-11 04:56:46.937+00,2024-08-10,1217.63,,6cb09405-0336-4b36-9623-12d5b20eceb8,pi_3PmTpgErEU2Ft5WI1K01F6zT_secret_lIo7aq2mItWey7qhmRkb3Q46p,1217.63
4181,168,2024-08-14 23:18:45.79+00,2024-08-07,26982.8,485,6cc09405-0336-4b36-9623-12d5b20ecbb6,,26982.8
4367,735,2024-11-08 17:53:58.409+00,2024-11-06,2000,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,2000.00
3223,291,2023-05-04 16:51:43.488+00,2023-05-03,1296.75,482,6cc09405-0336-4b36-9623-12d5b20ecbb6,,1296.75
3245,78,2023-05-11 22:07:11.073+00,2023-05-11,1307.43,482,6cb09405-0336-4b36-9623-12d5b20eceb6,,1307.43
3266,563,2023-06-02 16:31:23.204+00,2023-06-02,525,482,6cc09405-0336-4b36-9623-12d5b20ecbb6,,525
3292,273,2023-06-12 18:52:57.905+00,2023-06-12,2000,482,6cc09405-0336-4b36-9623-12d5b20ecbb6,,2000
3312,538,2023-06-19 17:36:35.864+00,2023-06-17,422,482,6cc09405-0336-4b36-9623-12d5b20ecbb6,,422
3332,275,2023-07-10 17:04:24.381+00,2023-07-09,1706.58,482,6cc09405-0336-4b36-9623-12d5b20ecbb6,,1706.58
3355,272,2023-07-12 23:05:32.471+00,2023-07-12,2000.13,482,6cb09405-0336-4b36-9623-12d5b20eceb6,,2000.1299999999999
3376,568,2023-07-26 17:43:02.457+00,2023-07-26,1800,482,6cc09405-0336-4b36-9623-12d5b20ecbb6,,1800
3397,536,2023-08-14 23:27:30.779+00,2023-08-14,2000,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,2000
3420,172,2023-08-16 01:13:05.588+00,2023-08-15,568.94,311,6cc09405-0336-4b36-9623-12d5b20ecbb6,,568.94
