id,description,subtotal_before_tax,tax_amount,quantity,price_per_unit,amount_multiplier,tax_id,charge_id,account_code,internal_note,invoice_id,status
12872,"Usages for Dble Burner 2 (Left) for the month of Nov, 2022 at Laurel Street - Downstairs",4.16,0.21,2.3758333333333335,1.75,,2,7424,401,,3650,0
12873,"Station in HACCP facility $4200 + GST
1 year contract ends May 14 2023 for the month of December, 2022",4200,210.00,,,,1,7549,400,,3650,0
13190,aaaa,1,0.05,1,1,1,2,,400,,3734,0
13316,Upstairs space used from 19th December to 23rd December 2022,750,37.5,5,150,1,2,,400,,3780,0
14180,changed from 1st Dec 2022 - to $1630,1630,81.5,1,1630,,2,8016,400,,3987,0
12880,"Usages for Range Right for the month of Nov, 2022 at 401 Industrial",17.32,0.87,17.32083333333333,1,,2,7435,401,,3652,0
12881,"Usages for Range Left for the month of Nov, 2022 at 401 Industrial",15.66,0.78,9.491944444444446,1.65,,2,7436,401,,3652,0
12882,"Usages for Double Low Burner for the month of Nov, 2022 at 401 Industrial",21.30,1.06,9.466388888888888,2.25,,2,7437,401,,3652,0
12883,"Usages for Large Mixer for the month of Nov, 2022 at 401 Industrial",4.40,0.22,2.516388888888889,1.75,,2,7438,401,,3652,0
12884,"Usages for Burner 2 for the month of Nov, 2022 at 401 Industrial",23.23,1.16,10.325555555555557,2.25,,2,7439,401,,3652,0
12885,"Usages for Small Mixer for the month of Nov, 2022 at 401 Industrial",0.61,0.03,0.4038888888888889,1.5,,2,7440,401,,3652,0
12886,"Usages for Burner 3 for the month of Nov, 2022 at 401 Industrial",0.01,0.00,0.009444444444444445,1.5,,2,7441,401,,3652,0
12887,"$2650 full station, $25 plug-in for fridge = $2675 + GST
1 year contract ends March 31 2023 for the month of December, 2022",2675,133.75,,,,1,7544,400,,3652,0
14284,"Membership Fee for the month of January, 2023",0,0,,,,1,8014,400,,4044,0
14285,"Membership fee for the month of January, 2023",0,0,,,,1,8006,,,4045,0
14286,"Membership fee for the month of January, 2023",0,0,,,,1,7999,400,,4041,0
14287,"Quarter station $630.85 + GST
1 year contract ending Aug 14 2022 for the month of January, 2023",0,0,,,,1,7982,,,4049,0
14289,"full station $2750 + 10% uplift + GST
6 months contract ends Oct 31, 2022 for the month of January, 2023",0,0,,,,1,8000,,,4052,0
14290," for the month of January, 2023",0,0,,,,1,7978,,,4063,0
12894,"Usages for Oven 2 for the month of Nov, 2022 at Laurel Street Upstairs",1.00,0.05,0.6641666666666666,1.5,,2,7447,401,,3654,0
12895,"$1650 Half station, $25 plug-in charge for ice cream machine & $25 extra cooler rack = $1700 + GST
1 year contract ending May 14, 2023 for the month of December, 2022",1700,85.00,,,,1,7530,400,,3654,0
12896,"Usages for Mochido Fryer for the month of Nov, 2022 at Laurel Street Upstairs",237.38,11.87,135.64833333333334,1.75,,2,7461,401,,3655,0
12897,"Usages for Oven 2 for the month of Nov, 2022 at Laurel Street Upstairs",22.81,1.14,15.207500000000003,1.5,,2,7462,401,,3655,0
12898,"Usages for Oven 1 for the month of Nov, 2022 at Laurel Street Upstairs",0.00,0.00,0.0002777777777777778,1.5,,2,7463,401,,3655,0
12899,"Usages for Mochido Fryer for the month of Oct, 2022 at Laurel Street Upstairs",11.43,0.57,6.530833333333334,1.75,,2,7464,401,,3655,0
12900,"2 Full Stations $5300 + $90 plug-in = $5390 GST
1 year contract ends July 31, 2023 for the month of December, 2022",5390,269.50,,,,1,7527,400,,3655,0
12901,"Usages for Burner 3 for the month of Nov, 2022 at 401 Industrial",56.79,2.84,37.86222222222223,1.5,,2,7465,401,,3656,0
12902,"Usages for Double Low Burner for the month of Nov, 2022 at 401 Industrial",99.66,4.98,44.29388888888889,2.25,,2,7466,401,,3656,0
12903,"Usages for Burner 2 for the month of Nov, 2022 at 401 Industrial",20.54,1.03,9.130555555555556,2.25,,2,7467,401,,3656,0
12904,"Usages for Double Low Burner for the month of Oct, 2022 at 401 Industrial",2.39,0.12,1.0611111111111111,2.25,,2,7468,401,,3656,0
12905,"$2450 full Station, $25 plug-in fee for freezer = $2475 + GST
1 year contract ends Nov 30 2022 for the month of December, 2022",0,0.00,,,,1,7541,,,3656,0
12906,"Usages for Goodly - Kettle 1 for the month of Nov, 2022 at Laurel Street - Downstairs",348.97,17.45,69.79416666666667,5,,2,7469,401,,3657,0
12907,"Usages for Goodly - Kettle 2 for the month of Nov, 2022 at Laurel Street - Downstairs",744.81,37.24,148.96249999999998,5,,2,7470,401,,3657,0
12908,"Usages for Dble Burner 3 (Left) for the month of Nov, 2022 at Laurel Street - Downstairs",0.00,0.00,0.0008333333333333334,1.75,,2,7471,401,,3657,0
12909,"Usages for Oven 2 for the month of Nov, 2022 at Laurel Street - Downstairs",3.06,0.15,2.265,1.35,,1,7472,,,3657,0
12910,"2 stations HACCP ready facility - price to be adjusted in October by 4.7% for CPI on additional facilities
Station $7259 + $4.7% + storage $1000 + freezer $750 for the month of December, 2022",9350.17,467.51,,,,1,7572,400,,3657,0
12911,"Usages for Oven 4 for the month of Nov, 2022 at 417 Industrial",50.31,2.52,28.74888888888889,1.75,,2,7473,401,,3658,0
12912,"Usages for Mixer for the month of Nov, 2022 at 417 Industrial",0.85,0.04,0.49833333333333335,1.7,,2,7474,401,,3658,0
12913,"Usages for Oven 3 for the month of Nov, 2022 at 417 Industrial",29.02,1.45,16.584444444444443,1.75,,2,7475,401,,3658,0
12914,"Usages for Oven 2 for the month of Nov, 2022 at 417 Industrial",1.33,0.07,0.76,1.75,,2,7476,401,,3658,0
14853,"Rent Charge 1/4 station  for the month of March, 2023",950,47.50,,,,2,8391,400,,4165,0
14291,"417 Quarter Station $750 + 10% Uplift + GST
6 month contract ends October 31, 2022 for the month of January, 2023",0,0,,,,1,8007,,,4062,0
14292,"Half station $1450 + GST
1 year contract ends Dec 31, 2022 for the month of January, 2023",0,0,,,,1,7970,400,,4056,0
14293,"Membership fee for the month of January, 2023",0,0,,,,1,8001,,,4038,0
14294,"Membership fee for the month of January, 2023",0,0,,,,1,8002,400,,4064,0
14295,"$2450 full Station, $25 plug-in fee for freezer = $2475 + GST
1 year contract ends Nov 30 2022 for the month of January, 2023",0,0,,,,1,7984,,,4048,0
14296,"Full station $2850 + freezer in station $25 = $2,875.00 + GST
1 year contract ends Oct 31, 2022 for the month of January, 2023",0,0,,,,1,8004,,,4047,0
12915,"$1350 half station, $25 plug-in charge = $1375 + GST
1 year contract ends Dec 30, 2022 for the month of December, 2022",1375,68.75,,,,1,7548,400,,3658,0
12916,"Usages for Oven 1 for the month of Nov, 2022 at 417 Industrial",1.58,0.08,0.9055555555555556,1.75,,2,7477,401,,3659,0
12917,"Usages for Oven 3 for the month of Nov, 2022 at 417 Industrial",1.65,0.08,0.9416666666666667,1.75,,2,7478,401,,3659,0
12918,"Usages for Oven 2 for the month of Nov, 2022 at 417 Industrial",28.15,1.41,16.08555555555556,1.75,,2,7479,401,,3659,0
12919,"Usages for Mixer for the month of Nov, 2022 at 417 Industrial",1.70,0.08,1.0008333333333332,1.7,,2,7480,401,,3659,0
12920,"417 Half Station $1550 + GST
1 year contract ends May 23, 2023 for the month of December, 2022",1550,77.50,,,,1,7582,400,,3659,0
12921,"Usages for Oven 1 for the month of Nov, 2022 at 417 Industrial",22.24,1.11,12.709722222222222,1.75,,2,7481,401,,3660,0
12922,"Usages for Oven 3 for the month of Nov, 2022 at 417 Industrial",19.84,0.99,11.33638888888889,1.75,,2,7482,401,,3660,0
12923,"Usages for Oven 2 for the month of Nov, 2022 at 417 Industrial",18.83,0.94,10.759444444444444,1.75,,2,7483,401,,3660,0
12924,"Usages for Oven 4 for the month of Nov, 2022 at 417 Industrial",23.90,1.20,13.659444444444443,1.75,,2,7484,401,,3660,0
12925,"Hourly Station $475 + $47.50 (10% uplift) + GST
3 month contract ends Sept 30, 2022 for the month of December, 2022",522.5,26.12,,,,1,7547,400,,3660,0
13191,aaaa,1,0.05,1,1,1,2,,400,,3735,0
13317,Invoice for 15th Dec 2022,188,9.4,1,188,1,2,,,,3781,0
13318,Invoice for 16th January 2023,188,9.4,1,188,1,2,,,,3781,0
14181,1,4,0.2,2,2,1,2,,402,,4031,0
14267,"Membership fee for the month of January, 2023",683.54,34.18,,,,2,8026,400,,4073,0
12933,"Usages for Dble Burner 3 (Left) for the month of Nov, 2022 at Laurel Street - Downstairs",9.37,0.47,5.352499999999999,1.75,,2,7491,401,,3662,0
12934,"Usages for Dble Burner 2 (Left) for the month of Nov, 2022 at Laurel Street - Downstairs",33.79,1.69,19.30666666666667,1.75,,2,7492,401,,3662,0
12935,"Usages for Kirin - Wok for the month of Nov, 2022 at Laurel Street - Downstairs",350.60,17.53,200.34277777777777,1.75,,2,7493,401,,3662,0
12936,"Usages for Kirin - Steamer for the month of Nov, 2022 at Laurel Street - Downstairs",350.59,17.53,200.33916666666673,1.75,,2,7494,401,,3662,0
12937,"Usages for Dble Burner 1 (Left) for the month of Nov, 2022 at Laurel Street - Downstairs",127.17,6.36,72.66944444444444,1.75,,2,7495,401,,3662,0
12938,"Usages for Dble Burner 4 (Right) for the month of Nov, 2022 at Laurel Street - Downstairs",17.78,0.89,10.160277777777777,1.75,,2,7496,401,,3662,0
12939,"Usages for Fryer (Left) for the month of Nov, 2022 at Laurel Street - Downstairs",13.30,0.66,8.867222222222223,1.5,,2,7497,401,,3662,0
12940,"$8400 Two stations HACCP, $150 freezer = $8550 + GST
1 year contract ending Apr 30 2023 for the month of December, 2022",8550,427.50,,,,1,7578,,,3662,0
12941,"Usages for Oven 3 for the month of Nov, 2022 at 417 Industrial",9.98,0.50,5.700555555555556,1.75,,2,7498,401,,3663,0
12942,"Usages for Oven 1 for the month of Nov, 2022 at 417 Industrial",1.06,0.05,0.6083333333333333,1.75,,2,7499,401,,3663,0
12943,"Usages for Oven 4 for the month of Nov, 2022 at 417 Industrial",5.97,0.30,3.4088888888888884,1.75,,2,7500,401,,3663,0
12944,"$850 Quarter station, $85 Uplift = $935 + GST
6 month contract ending Dec 31, 2022  for the month of December, 2022",935,46.75,,,,1,7568,400,,3663,0
12945,"Usages for Oven 3 for the month of Nov, 2022 at 417 Industrial",37.21,1.86,21.261111111111113,1.75,,2,7501,401,,3664,0
12946,"Usages for Oven 1 for the month of Nov, 2022 at 417 Industrial",0.00,0.00,0.0011111111111111111,1.75,,2,7502,401,,3664,0
12947,"Half Station $1550 + GST
1 year contract ending March 31, 2023 for the month of December, 2022",1550,77.50,,,,1,7526,400,,3664,0
12948,"Usages for Double Low Burner for the month of Nov, 2022 at 401 Industrial",36.72,1.84,16.32111111111111,2.25,,2,7503,401,,3665,0
12949,"Usages for Range Right for the month of Nov, 2022 at 401 Industrial",0.69,0.03,0.6938888888888889,1,,2,7504,401,,3665,0
12950,"Half station $1450 + GST
1 year contract ends Dec 31 2022 for the month of December, 2022",1450,72.50,,,,1,7540,400,,3665,0
12951,"Usages for Double Low Burner for the month of Nov, 2022 at 401 Industrial",17.84,0.89,7.927777777777778,2.25,,2,7505,401,,3666,0
12952,"Usages for Range Left for the month of Nov, 2022 at 401 Industrial",0.00,0.00,0.0011111111111111111,1.65,,2,7506,401,,3666,0
12953,"Usages for Burner 3 for the month of Nov, 2022 at 401 Industrial",1.54,0.08,1.0252777777777777,1.5,,2,7507,401,,3666,0
12954,"Usages for Range Right for the month of Nov, 2022 at 401 Industrial",0.24,0.01,0.24416666666666664,1,,2,7508,401,,3666,0
12955,"Superlite $850 + GST
1 year contract ends Feb 28, 2023 for the month of December, 2022",850,42.50,,,,1,7557,400,,3666,0
12956,"Usages for Oven 3 for the month of Nov, 2022 at 417 Industrial",14.24,0.71,8.136666666666667,1.75,,2,7509,401,,3667,0
12957,"Usages for Oven 4 for the month of Nov, 2022 at 417 Industrial",1.23,0.06,0.7013888888888888,1.75,,2,7510,401,,3667,0
12958,"417 Quarter Station $950 + GST
1 year contract ends May 31, 2023 for the month of December, 2022",950,47.50,,,,1,7554,400,,3667,0
12959,"Usages for Oven 2 for the month of Nov, 2022 at 417 Industrial",8.81,0.44,5.033333333333332,1.75,,2,7511,401,,3668,0
12960,"Usages for Oven 1 for the month of Nov, 2022 at 417 Industrial",10.69,0.53,6.106388888888889,1.75,,2,7512,401,,3668,0
12962,"Usages for Mixer for the month of Nov, 2022 at 417 Industrial",6.76,0.34,3.975,1.7,,2,7514,401,,3668,0
12963,"half station $1550 + GST 
1 year contract ending Mar 31 2023 for the month of December, 2022",1550,77.50,,,,1,7575,400,,3668,0
14288,"half station $1550 + $155 (10% uplift) + GST 
6 month contract ends Sept 30, 2022
Popup Rental: 11 days in May x $200 = $2,200 for the month of January, 2023",0,0,,,,1,7986,,,4037,0
14307,"Membership fee for the month of January, 2023",0,0,,,,1,7998,400,,4057,0
14313,"Usages for Burner 3 for the month of Dec, 2022 at 401 Industrial",0.01,0,0.007222222222222222,1.5,,2,7946,401,,4040,0
14314,"Usages for Range Left for the month of Dec, 2022 at 401 Industrial",1.61,0.08,0.9769444444444445,1.65,,2,7948,401,,4040,0
14338,"Usages for Oven 4 for the month of Dec, 2022 at 417 Industrial",0,0,0.0008333333333333334,1.75,,2,7913,401,,4033,0
13192,111,1,0.05,1,1,1,2,,400,,3736,0
13319,Prorated rent for January 2023 ,246.77,12.34,1,246.77,1,2,,400,,3782,0
14622,"Membership fee for the month of February, 2023",0,0,,,,1,8206,,,4093,0
17335,"Membership fee for the month of July, 2023",5500,275.00,,,,2,10495,400,,4674,0
17336,"Usages for Burner 2 for the month of Jun, 2023 at 401 Industrial",0.01,0.00,0.006388888888888889,2.25,,2,10454,401,,4674,0
14675,"401 Three/Quarter Station $2100 + GST
1 year contract ends April 30, 2023 for the month of February, 2023",0,0,,,,1,8203,,,4138,0
14705,"Membership fee for the month of March, 2023",0,0,,,,1,8228,400,,4142,0
14706,"Usages for Oven 2 for the month of Jan, 2023 at 401 Industrial",0.04,0,0.025555555555555557,1.75,,2,8086,401,,4078,0
14707,"Usages for Fryer for the month of Jan, 2023 at 401 Industrial",0,0,0,1.95,,2,8088,401,,4078,0
12976,"Half station $1450 + GST
1 year contract ends Dec 31, 2022 for the month of December, 2022",1450,72.50,,,,1,7531,400,,3671,0
14708,"Usages for Range Left for the month of Jan, 2023 at 401 Industrial",0,0,0.0002777777777777778,1.65,,2,8087,401,,4078,0
14709,"Usages for Oven 4 for the month of Jan, 2023 at 417 Industrial",264.63,13.23,151.21916666666667,1.75,,2,8097,401,,4078,0
12979,"Membership fee for the month of December, 2022",950,47.50,,,,1,7535,400,,3674,0
12980,"$950 full station + $190 (20% uplift) = $1140 + GST
3 month contract ends November 30, 2022 for the month of December, 2022",1235,61.75,,,,1,7536,400,,3675,0
12981,"Quarter Station $950 + GST
1 year contract ends April 30, 2023 for the month of December, 2022",950,47.50,,,,1,7537,400,,3676,0
14710,"Usages for Mixer for the month of Jan, 2023 at 417 Industrial",0,0,0.0005555555555555556,1.7,,2,8096,401,,4078,0
14711,"Usages for Mochido Fryer for the month of Jan, 2023 at Laurel Street Upstairs",0,0,0.0016666666666666668,1.75,,2,8098,401,,4078,0
14712,"Usages for Dble Burner 3 (Left) for the month of Jan, 2023 at Laurel Street - Downstairs",0,0,0,1.75,,2,8085,401,,4078,0
14713,"Usages for Upmeals - Combi Oven for the month of Jan, 2023 at Laurel Street - Downstairs",31.25,1.56,5.681666666666667,5.5,,2,8094,401,,4078,0
14714,"Usages for Oven 1 for the month of Jan, 2023 at 417 Industrial",0.02,0,0.009444444444444445,1.75,,2,8091,401,,4078,0
14715,"Usages for Oven 2 for the month of Jan, 2023 at Laurel Street - Downstairs",2.24,0.11,1.6586111111111113,1.35,,2,8084,401,,4078,0
13182,"Usages for Oven 1 for the month of Nov, 2022 at Laurel Street - Downstairs",477.15,23.86,353.4408333333333,1.35,,2,7404,401,,3729,0
12989,"half station $ 1650 + GST
1 year contract ends Feb 28, 2023
Add $30 for freezer plug in starting July 202
 for the month of December, 2022",1680,84.00,,,,1,7552,400,,3684,0
13183,"Usages for Fryer (Left) for the month of Nov, 2022 at Laurel Street - Downstairs",225.91,11.3,150.6086111111111,1.5,,2,7411,401,,3729,0
13184,"Usages for Dble Burner 1 (Left) for the month of Nov, 2022 at Laurel Street - Downstairs",202.54,10.13,115.73444444444443,1.75,,2,7410,401,,3729,0
13185,"Usages for Oven 2 for the month of Nov, 2022 at Laurel Street Upstairs",0,0,0.0011111111111111111,1.5,,2,7414,401,,3729,0
13186,"Usages for Oven 1 for the month of Nov, 2022 at Laurel Street Upstairs",0,0,0.0025,1.5,,2,7415,401,,3729,0
13187,"Usages for Dble Burner 3 (Left) for the month of Nov, 2022 at Laurel Street - Downstairs",327.41,16.37,187.0894444444445,1.75,,2,7406,401,,3729,0
13188,"Usages for Dble Burner 2 (Left) for the month of Nov, 2022 at Laurel Street - Downstairs",256.74,12.84,146.70972222222224,1.75,,2,7408,401,,3729,0
13936,"Usages for Dble Burner 3 (Left) for the month of Dec, 2022 at Laurel Street - Downstairs",2.59,0.13,1.481111111111111,1.75,,2,7889,401,,3973,0
13937,"Usages for Dble Burner 4 (Right) for the month of Dec, 2022 at Laurel Street - Downstairs",3.71,0.19,2.1213888888888888,1.75,,2,7888,401,,3973,0
13938,"Usages for Dble Burner 1 (Left) for the month of Dec, 2022 at Laurel Street - Downstairs",117.86,5.89,67.3486111111111,1.75,,2,7886,401,,3973,0
13939,"Blackout day for Steamer 3rd to 8th Dec, 9th Dec 1/2 day ",72.91,3.65,41.66,1.75,,2,7794,401,,3973,0
13940,"$8400 Two stations HACCP, $150 freezer = $8550 + GST
1 year contract ending Apr 30 2023 for the month of January, 2023",8550,427.50,,,,1,8018,,,3973,0
13001,"quarter station $850 + GST
1 year contract ends feb 28, 2023 for the month of December, 2022",850,42.50,,,,1,7573,,,3696,0
13941,"Usages for Kirin - Steamer for the month of Dec, 2022 at Laurel Street - Downstairs",261.48,13.07,149.4163888888889,1.75,,2,7884,401,,3973,0
13942,"Usages for Dble Burner 2 (Left) for the month of Dec, 2022 at Laurel Street - Downstairs",6.15,0.31,3.516388888888889,1.75,,2,7887,401,,3973,0
13004,"Pop up Space for the month of December, 2022",6000,300.00,,,,1,7581,400,,3699,0
13943,"Usages for Fryer (Left) for the month of Dec, 2022 at Laurel Street - Downstairs",18.32,0.92,12.21361111111111,1.5,,2,7883,401,,3973,0
13944,"Usages for Kirin - Wok for the month of Dec, 2022 at Laurel Street - Downstairs",261.48,13.07,149.42000000000002,1.75,,2,7885,401,,3973,0
13945,"Blackout days 3rd to 8th, 9th 1/2 day (approx) ",72.91,3.65,41.66,1.75,,2,7793,401,,3973,0
13946,"Usages for Oven 3 for the month of Dec, 2022 at 417 Industrial",7.86,0.39,4.4911111111111115,1.75,,2,7893,401,,3974,0
21450,"Plug in charge per month  for the month of April, 2024",160,8.00,,,,2,13199,400,,5306,0
13947,"Usages for Oven 2 for the month of Dec, 2022 at 417 Industrial",7.09,0.35,4.051944444444445,1.75,,2,7890,401,,3974,0
13948,"Hourly Station $475 + $47.50 (10% uplift) + GST
3 month contract ends Sept 30, 2022 for the month of January, 2023",522.5,26.12,,,,1,7990,400,,3974,0
13949,"Usages for Oven 1 for the month of Dec, 2022 at 417 Industrial",7.98,0.40,4.559166666666667,1.75,,2,7892,401,,3974,0
13950,"Usages for Oven 4 for the month of Dec, 2022 at 417 Industrial",7.58,0.38,4.333333333333333,1.75,,2,7891,401,,3974,0
13951,"Usages for Burner 3 for the month of Dec, 2022 at 401 Industrial",110.61,5.53,73.73722222222224,1.5,,2,7869,401,,3975,0
13952,"Usages for Range Left for the month of Dec, 2022 at 401 Industrial",24.14,1.21,14.62861111111111,1.65,,2,7878,401,,3975,0
13953,Bank Fees ,7.5,0,1,7.5,,,7792,,,3975,0
13954,"Usages for Oven 2 for the month of Nov, 2022 at 401 Industrial",8.82,0.44,5.038055555555555,1.75,,2,7881,401,,3975,0
13955,"Usages for Oven 3 for the month of Dec, 2022 at 401 Industrial",90.94,4.55,51.965,1.75,,2,7877,401,,3975,0
13018,Unpaid November Rent ,600,30.00,1,600,,2,7583,400,,3703,0
