id,start_time,end_time,asset_id,principal_id,series_id,description,charge_id,booking_status,is_active
4003,2023-07-12 15:00:00+00,2023-07-12 18:00:00+00,21,125,139,,,3,t
4005,2023-07-26 15:00:00+00,2023-07-26 18:00:00+00,21,125,139,,,3,t
4006,2023-08-02 15:00:00+00,2023-08-02 18:00:00+00,21,125,139,,,3,t
4007,2023-08-09 15:00:00+00,2023-08-09 18:00:00+00,21,125,139,,,3,t
4008,2023-08-16 15:00:00+00,2023-08-16 18:00:00+00,21,125,139,,,3,t
4009,2023-08-23 15:00:00+00,2023-08-23 18:00:00+00,21,125,139,,,3,t
3799,2023-06-19 15:00:00+00,2023-06-19 23:30:00+00,21,125,117,,,3,t
3739,2023-07-10 15:00:00+00,2023-07-10 18:00:00+00,22,125,107,,,3,t
3740,2023-07-11 15:00:00+00,2023-07-11 18:00:00+00,22,125,107,,,3,t
3800,2023-07-19 15:00:00+00,2023-07-19 23:30:00+00,21,125,117,,,3,t
3806,2023-05-20 16:30:00+00,2023-05-20 23:30:00+00,24,125,119,,,3,t
3807,2023-06-20 16:30:00+00,2023-06-20 23:30:00+00,24,125,119,,,3,t
4013,2023-05-26 16:30:00+00,2023-05-27 00:00:00+00,5,125,140,,,3,t
4014,2023-06-02 16:30:00+00,2023-06-03 00:00:00+00,5,125,140,,,3,t
4015,2023-06-09 16:30:00+00,2023-06-10 00:00:00+00,5,125,140,,,3,t
4016,2023-06-16 16:30:00+00,2023-06-17 00:00:00+00,5,125,140,,,3,t
4017,2023-06-23 16:30:00+00,2023-06-24 00:00:00+00,5,125,140,,,3,t
2276,2023-05-12 12:30:00+00,2023-05-12 17:00:00+00,6,536,65,,,3,t
3742,2023-07-13 15:00:00+00,2023-07-13 18:00:00+00,22,125,107,,,3,t
2277,2023-05-19 12:30:00+00,2023-05-19 17:00:00+00,6,536,65,,,3,t
1261,2023-04-24 16:30:58+00,2023-04-24 23:00:00+00,12,294,,,,3,t
2278,2023-05-26 12:30:00+00,2023-05-26 17:00:00+00,6,536,65,,,3,t
3743,2023-07-14 15:00:00+00,2023-07-14 18:00:00+00,22,125,107,,,3,t
3744,2023-07-15 15:00:00+00,2023-07-15 18:00:00+00,22,125,107,,,3,t
3745,2023-07-16 15:00:00+00,2023-07-16 18:00:00+00,22,125,107,,,3,t
3746,2023-07-17 15:00:00+00,2023-07-17 18:00:00+00,22,125,107,,,3,t
3747,2023-07-18 15:00:00+00,2023-07-18 18:00:00+00,22,125,107,,,3,t
3749,2023-07-20 15:00:00+00,2023-07-20 18:00:00+00,22,125,107,,,3,t
3750,2023-07-21 15:00:00+00,2023-07-21 18:00:00+00,22,125,107,,,3,t
3751,2023-07-22 15:00:00+00,2023-07-22 18:00:00+00,22,125,107,,,3,t
3752,2023-07-23 15:00:00+00,2023-07-23 18:00:00+00,22,125,107,,,3,t
3753,2023-07-24 15:00:00+00,2023-07-24 18:00:00+00,22,125,107,,,3,t
3754,2023-07-25 15:00:00+00,2023-07-25 18:00:00+00,22,125,107,,,3,t
3756,2023-07-27 15:00:00+00,2023-07-27 18:00:00+00,22,125,107,,,3,t
3757,2023-07-28 15:00:00+00,2023-07-28 18:00:00+00,22,125,107,,,3,t
3758,2023-07-29 15:00:00+00,2023-07-29 18:00:00+00,22,125,107,,,3,t
3759,2023-07-30 15:00:00+00,2023-07-30 18:00:00+00,22,125,107,,,3,t
3760,2023-07-31 15:00:00+00,2023-07-31 18:00:00+00,22,125,107,,,3,t
4019,2023-07-07 16:30:00+00,2023-07-08 00:00:00+00,5,125,140,,,3,t
3762,2023-05-17 15:00:00+00,2023-05-17 18:00:00+00,2,125,108,,,3,t
3763,2023-06-17 15:00:00+00,2023-06-17 18:00:00+00,2,125,108,,,3,t
3764,2023-07-17 15:00:00+00,2023-07-17 18:00:00+00,2,125,108,,,3,t
4020,2023-07-14 16:30:00+00,2023-07-15 00:00:00+00,5,125,140,,,3,t
4022,2023-07-28 16:30:00+00,2023-07-29 00:00:00+00,5,125,140,,,3,t
4023,2023-08-04 16:30:00+00,2023-08-05 00:00:00+00,5,125,140,,,3,t
4024,2023-08-11 16:30:00+00,2023-08-12 00:00:00+00,5,125,140,,,3,t
4025,2023-08-18 16:30:00+00,2023-08-19 00:00:00+00,5,125,140,,,3,t
3767,2023-05-17 15:00:00+00,2023-05-17 18:00:00+00,3,125,109,,,3,t
3768,2023-06-17 15:00:00+00,2023-06-17 18:00:00+00,3,125,109,,,3,t
3770,2023-05-17 15:00:00+00,2023-05-17 18:00:00+00,21,125,110,,,3,t
3771,2023-06-17 15:00:00+00,2023-06-17 18:00:00+00,21,125,110,,,3,t
3772,2023-07-17 15:00:00+00,2023-07-17 18:00:00+00,21,125,110,,,3,t
4026,2023-08-25 16:30:00+00,2023-08-26 00:00:00+00,5,125,140,,,3,t
4027,2023-05-26 16:30:00+00,2023-05-27 00:00:00+00,24,125,141,,,3,t
4029,2023-06-09 16:30:00+00,2023-06-10 00:00:00+00,24,125,141,,,3,t
4030,2023-06-16 16:30:00+00,2023-06-17 00:00:00+00,24,125,141,,,3,t
4031,2023-06-23 16:30:00+00,2023-06-24 00:00:00+00,24,125,141,,,3,t
4032,2023-06-30 16:30:00+00,2023-07-01 00:00:00+00,24,125,141,,,3,t
4033,2023-07-07 16:30:00+00,2023-07-08 00:00:00+00,24,125,141,,,3,t
4035,2023-07-21 16:30:00+00,2023-07-22 00:00:00+00,24,125,141,,,3,t
4036,2023-07-28 16:30:00+00,2023-07-29 00:00:00+00,24,125,141,,,3,t
4037,2023-08-04 16:30:00+00,2023-08-05 00:00:00+00,24,125,141,,,3,t
4038,2023-08-11 16:30:00+00,2023-08-12 00:00:00+00,24,125,141,,,3,t
4039,2023-08-18 16:30:00+00,2023-08-19 00:00:00+00,24,125,141,,,3,t
4040,2023-08-25 16:30:00+00,2023-08-26 00:00:00+00,24,125,141,,,3,t
4042,2023-06-02 16:30:00+00,2023-06-03 00:00:00+00,4,125,142,,,3,t
4043,2023-06-09 16:30:00+00,2023-06-10 00:00:00+00,4,125,142,,,3,t
4044,2023-06-16 16:30:00+00,2023-06-17 00:00:00+00,4,125,142,,,3,t
4045,2023-06-23 16:30:00+00,2023-06-24 00:00:00+00,4,125,142,,,3,t
4046,2023-06-30 16:30:00+00,2023-07-01 00:00:00+00,4,125,142,,,3,t
4048,2023-07-14 16:30:00+00,2023-07-15 00:00:00+00,4,125,142,,,3,t
2280,2023-06-09 12:30:00+00,2023-06-09 17:00:00+00,6,536,65,,,3,t
4049,2023-07-21 16:30:00+00,2023-07-22 00:00:00+00,4,125,142,,,3,t
4050,2023-07-28 16:30:00+00,2023-07-29 00:00:00+00,4,125,142,,,3,t
4051,2023-08-04 16:30:00+00,2023-08-05 00:00:00+00,4,125,142,,,3,t
1272,2023-05-04 16:00:10+00,2023-05-04 18:00:00+00,12,519,,,,3,t
1288,2023-08-10 13:00:00+00,2023-08-10 17:00:00+00,4,536,50,,,3,t
1289,2023-08-17 13:00:00+00,2023-08-17 17:00:00+00,4,536,50,,,3,t
1290,2023-08-24 13:00:00+00,2023-08-24 17:00:00+00,4,536,50,,,3,t
1291,2023-08-31 13:00:00+00,2023-08-31 17:00:00+00,4,536,50,,,3,t
1293,2023-09-14 13:00:00+00,2023-09-14 17:00:00+00,4,536,50,,,3,t
1294,2023-09-21 13:00:00+00,2023-09-21 17:00:00+00,4,536,50,,,3,t
1295,2023-09-28 13:00:00+00,2023-09-28 17:00:00+00,4,536,50,,,3,t
1296,2023-10-05 13:00:00+00,2023-10-05 17:00:00+00,4,536,50,,,3,t
4053,2023-08-18 16:30:00+00,2023-08-19 00:00:00+00,4,125,142,,,3,t
4253,2023-06-07 15:00:00+00,2023-06-07 22:30:00+00,54,167,155,,,3,t
4254,2023-06-08 15:00:00+00,2023-06-08 22:30:00+00,54,167,155,,,3,t
4255,2023-06-09 15:00:00+00,2023-06-09 22:30:00+00,54,167,155,,,3,t
4256,2023-06-10 15:00:00+00,2023-06-10 22:30:00+00,54,167,155,,,3,t
1297,2023-10-12 13:00:00+00,2023-10-12 17:00:00+00,4,536,50,,,3,t
1298,2023-10-19 13:00:00+00,2023-10-19 17:00:00+00,4,536,50,,,3,t
4257,2023-06-11 15:00:00+00,2023-06-11 22:30:00+00,54,167,155,,,3,t
4258,2023-06-12 15:00:00+00,2023-06-12 22:30:00+00,54,167,155,,,3,t
4259,2023-06-13 15:00:00+00,2023-06-13 22:30:00+00,54,167,155,,,3,t
4260,2023-06-14 15:00:00+00,2023-06-14 22:30:00+00,54,167,155,,,3,t
4261,2023-06-15 15:00:00+00,2023-06-15 22:30:00+00,54,167,155,,,3,t
4263,2023-06-17 15:00:00+00,2023-06-17 22:30:00+00,54,167,155,,,3,t
4264,2023-06-18 15:00:00+00,2023-06-18 22:30:00+00,54,167,155,,,3,t
4265,2023-06-19 15:00:00+00,2023-06-19 22:30:00+00,54,167,155,,,3,t
4266,2023-06-20 15:00:00+00,2023-06-20 22:30:00+00,54,167,155,,,3,t
4267,2023-06-21 15:00:00+00,2023-06-21 22:30:00+00,54,167,155,,,3,t
4269,2023-06-23 15:00:00+00,2023-06-23 22:30:00+00,54,167,155,,,3,t
4270,2023-06-24 15:00:00+00,2023-06-24 22:30:00+00,54,167,155,,,3,t
4271,2023-06-25 15:00:00+00,2023-06-25 22:30:00+00,54,167,155,,,3,t
4272,2023-06-26 15:00:00+00,2023-06-26 22:30:00+00,54,167,155,,,3,t
4423,2023-05-31 16:30:00+00,2023-05-31 21:00:00+00,12,294,159,,,3,t
3810,2023-05-20 16:30:00+00,2023-05-20 23:30:00+00,4,125,120,,,3,t
1306,2023-12-14 13:00:00+00,2023-12-14 17:00:00+00,4,536,50,,,3,t
1309,2024-01-04 13:00:00+00,2024-01-04 17:00:00+00,4,536,50,,,3,t
3802,2023-05-19 15:00:00+00,2023-05-19 23:30:00+00,22,125,118,,,3,t
3803,2023-06-19 15:00:00+00,2023-06-19 23:30:00+00,22,125,118,,,3,t
3804,2023-07-19 15:00:00+00,2023-07-19 23:30:00+00,22,125,118,,,3,t
2281,2023-06-16 12:30:00+00,2023-06-16 17:00:00+00,6,536,65,,,3,t
1253,2023-03-21 17:30:00+00,2023-03-21 23:00:00+00,15,179,,,,3,t
3811,2023-06-20 16:30:00+00,2023-06-20 23:30:00+00,4,125,120,,,3,t
3812,2023-07-20 16:30:00+00,2023-07-20 23:30:00+00,4,125,120,,,3,t
4061,2023-06-09 15:00:00+00,2023-06-09 23:30:00+00,2,125,143,,,3,t
4062,2023-06-16 15:00:00+00,2023-06-16 23:30:00+00,2,125,143,,,3,t
1257,2023-04-19 16:30:33+00,2023-04-19 23:00:00+00,12,294,,,,3,t
1258,2023-04-20 16:30:53+00,2023-04-20 23:00:00+00,12,294,,,,3,t
4064,2023-06-30 15:00:00+00,2023-06-30 23:30:00+00,2,125,143,,,3,t
1262,2023-04-20 17:00:32+00,2023-04-20 19:00:00+00,14,519,,,,3,t
4066,2023-07-14 15:00:00+00,2023-07-14 23:30:00+00,2,125,143,,,3,t
4067,2023-07-21 15:00:00+00,2023-07-21 23:30:00+00,2,125,143,,,3,t
4068,2023-07-28 15:00:00+00,2023-07-28 23:30:00+00,2,125,143,,,3,t
4069,2023-08-04 15:00:00+00,2023-08-04 23:30:00+00,2,125,143,,,3,t
4070,2023-08-11 15:00:00+00,2023-08-11 23:30:00+00,2,125,143,,,3,t
4071,2023-08-18 15:00:00+00,2023-08-18 23:30:00+00,2,125,143,,,3,t
1269,2023-05-01 16:00:00+00,2023-05-01 17:59:03+00,12,519,49,,,3,t
1270,2023-05-02 16:00:00+00,2023-05-02 17:59:03+00,12,519,49,,,3,t
1273,2023-05-05 16:00:41+00,2023-05-05 21:00:53+00,12,294,,,,3,t
321,2023-01-24 21:00:06+00,2023-01-24 23:00:00+00,12,519,,,,3,t
1301,2023-11-09 13:00:00+00,2023-11-09 17:00:00+00,4,536,50,,,3,t
1302,2023-11-16 13:00:00+00,2023-11-16 17:00:00+00,4,536,50,,,3,t
1303,2023-11-23 13:00:00+00,2023-11-23 17:00:00+00,4,536,50,,,3,t
1304,2023-11-30 13:00:00+00,2023-11-30 17:00:00+00,4,536,50,,,3,t
322,2023-01-26 21:30:00+00,2023-01-26 23:30:00+00,15,519,,,,3,t
324,2023-01-30 20:00:00+00,2023-01-30 22:00:00+00,15,519,,,,3,t
1310,2024-01-11 13:00:00+00,2024-01-11 17:00:00+00,4,536,50,,,3,t
1311,2024-01-18 13:00:00+00,2024-01-18 17:00:00+00,4,536,50,,,3,t
1312,2024-01-25 13:00:00+00,2024-01-25 17:00:00+00,4,536,50,,,3,t
1313,2024-02-01 13:00:00+00,2024-02-01 17:00:00+00,4,536,50,,,3,t
1314,2024-02-08 13:00:00+00,2024-02-08 17:00:00+00,4,536,50,,,3,t
1315,2024-02-15 13:00:00+00,2024-02-15 17:00:00+00,4,536,50,,,3,t
1316,2024-02-22 13:00:00+00,2024-02-22 17:00:00+00,4,536,50,,,3,t
4073,2023-05-26 15:00:00+00,2023-05-26 23:30:00+00,3,125,144,,,3,t
4074,2023-06-02 15:00:00+00,2023-06-02 23:30:00+00,3,125,144,,,3,t
1318,2023-05-11 16:00:00+00,2023-05-11 19:30:00+00,7,273,51,,,3,t
1319,2023-05-18 16:00:00+00,2023-05-18 19:30:00+00,7,273,51,,,3,t
1320,2023-05-25 16:00:00+00,2023-05-25 19:30:00+00,7,273,51,,,3,t
1321,2023-06-01 16:00:00+00,2023-06-01 19:30:00+00,7,273,51,,,3,t
1322,2023-06-08 16:00:00+00,2023-06-08 19:30:00+00,7,273,51,,,3,t
1323,2023-06-15 16:00:00+00,2023-06-15 19:30:00+00,7,273,51,,,3,t
1324,2023-06-22 16:00:00+00,2023-06-22 19:30:00+00,7,273,51,,,3,t
1325,2023-06-29 16:00:00+00,2023-06-29 19:30:00+00,7,273,51,,,3,t
1326,2023-07-06 16:00:00+00,2023-07-06 19:30:00+00,7,273,51,,,3,t
1327,2023-07-13 16:00:00+00,2023-07-13 19:30:00+00,7,273,51,,,3,t
1328,2023-07-20 16:00:00+00,2023-07-20 19:30:00+00,7,273,51,,,3,t
1329,2023-07-27 16:00:00+00,2023-07-27 19:30:00+00,7,273,51,,,3,t
1330,2023-08-03 16:00:00+00,2023-08-03 19:30:00+00,7,273,51,,,3,t
1371,2023-05-11 15:00:00+00,2023-05-11 17:30:00+00,24,273,52,,,3,t
1372,2023-05-18 15:00:00+00,2023-05-18 17:30:00+00,24,273,52,,,3,t
1373,2023-05-25 15:00:00+00,2023-05-25 17:30:00+00,24,273,52,,,3,t
1374,2023-06-01 15:00:00+00,2023-06-01 17:30:00+00,24,273,52,,,3,t
4075,2023-06-09 15:00:00+00,2023-06-09 23:30:00+00,3,125,144,,,3,t
4076,2023-06-16 15:00:00+00,2023-06-16 23:30:00+00,3,125,144,,,3,t
4077,2023-06-23 15:00:00+00,2023-06-23 23:30:00+00,3,125,144,,,3,t
4078,2023-06-30 15:00:00+00,2023-06-30 23:30:00+00,3,125,144,,,3,t
4079,2023-07-07 15:00:00+00,2023-07-07 23:30:00+00,3,125,144,,,3,t
4081,2023-07-21 15:00:00+00,2023-07-21 23:30:00+00,3,125,144,,,3,t
4082,2023-07-28 15:00:00+00,2023-07-28 23:30:00+00,3,125,144,,,3,t
4083,2023-08-04 15:00:00+00,2023-08-04 23:30:00+00,3,125,144,,,3,t
4084,2023-08-11 15:00:00+00,2023-08-11 23:30:00+00,3,125,144,,,3,t
4085,2023-08-18 15:00:00+00,2023-08-18 23:30:00+00,3,125,144,,,3,t
4087,2023-05-26 15:00:00+00,2023-05-26 23:30:00+00,21,125,145,,,3,t
4088,2023-06-02 15:00:00+00,2023-06-02 23:30:00+00,21,125,145,,,3,t
4089,2023-06-09 15:00:00+00,2023-06-09 23:30:00+00,21,125,145,,,3,t
4090,2023-06-16 15:00:00+00,2023-06-16 23:30:00+00,21,125,145,,,3,t
4091,2023-06-23 15:00:00+00,2023-06-23 23:30:00+00,21,125,145,,,3,t
4092,2023-06-30 15:00:00+00,2023-06-30 23:30:00+00,21,125,145,,,3,t
4094,2023-07-14 15:00:00+00,2023-07-14 23:30:00+00,21,125,145,,,3,t
4095,2023-07-21 15:00:00+00,2023-07-21 23:30:00+00,21,125,145,,,3,t
4096,2023-07-28 15:00:00+00,2023-07-28 23:30:00+00,21,125,145,,,3,t
4097,2023-08-04 15:00:00+00,2023-08-04 23:30:00+00,21,125,145,,,3,t
4098,2023-08-11 15:00:00+00,2023-08-11 23:30:00+00,21,125,145,,,3,t
4100,2023-08-25 15:00:00+00,2023-08-25 23:30:00+00,21,125,145,,,3,t
4101,2023-05-26 15:00:00+00,2023-05-26 23:30:00+00,22,125,146,,,3,t
4102,2023-06-02 15:00:00+00,2023-06-02 23:30:00+00,22,125,146,,,3,t
4103,2023-06-09 15:00:00+00,2023-06-09 23:30:00+00,22,125,146,,,3,t
4104,2023-06-16 15:00:00+00,2023-06-16 23:30:00+00,22,125,146,,,3,t
4106,2023-06-30 15:00:00+00,2023-06-30 23:30:00+00,22,125,146,,,3,t
4107,2023-07-07 15:00:00+00,2023-07-07 23:30:00+00,22,125,146,,,3,t
4108,2023-07-14 15:00:00+00,2023-07-14 23:30:00+00,22,125,146,,,3,t
4109,2023-07-21 15:00:00+00,2023-07-21 23:30:00+00,22,125,146,,,3,t
4110,2023-07-28 15:00:00+00,2023-07-28 23:30:00+00,22,125,146,,,3,t
4111,2023-08-04 15:00:00+00,2023-08-04 23:30:00+00,22,125,146,,,3,t
4113,2023-08-18 15:00:00+00,2023-08-18 23:30:00+00,22,125,146,,,3,t
4114,2023-08-25 15:00:00+00,2023-08-25 23:30:00+00,22,125,146,,,3,t
4116,2023-05-27 15:00:00+00,2023-05-27 23:30:00+00,5,125,147,,,3,t
4117,2023-06-03 15:00:00+00,2023-06-03 23:30:00+00,5,125,147,,,3,t
4118,2023-06-10 15:00:00+00,2023-06-10 23:30:00+00,5,125,147,,,3,t
4120,2023-06-24 15:00:00+00,2023-06-24 23:30:00+00,5,125,147,,,3,t
4121,2023-07-01 15:00:00+00,2023-07-01 23:30:00+00,5,125,147,,,3,t
2282,2023-06-23 12:30:00+00,2023-06-23 17:00:00+00,6,536,65,,,3,t
1267,2023-04-28 15:00:00+00,2023-04-28 17:00:00+00,13,285,,,,3,t
3782,2023-05-19 16:00:00+00,2023-05-19 23:30:00+00,6,125,113,,,3,t
3783,2023-06-19 16:00:00+00,2023-06-19 23:30:00+00,6,125,113,,,3,t
1254,2023-03-30 18:23:55+00,2023-03-30 22:00:00+00,15,519,,,,3,t
1275,2023-05-11 13:00:00+00,2023-05-11 17:00:00+00,4,536,50,,,3,t
3784,2023-07-19 16:00:00+00,2023-07-19 23:30:00+00,6,125,113,,,3,t
3814,2023-05-20 15:00:00+00,2023-05-20 19:00:00+00,9,125,121,,,3,t
3815,2023-06-20 15:00:00+00,2023-06-20 19:00:00+00,9,125,121,,,3,t
3816,2023-07-20 15:00:00+00,2023-07-20 19:00:00+00,9,125,121,,,3,t
3818,2023-05-20 15:00:00+00,2023-05-20 23:30:00+00,2,125,122,,,3,t
3819,2023-06-20 15:00:00+00,2023-06-20 23:30:00+00,2,125,122,,,3,t
3820,2023-07-20 15:00:00+00,2023-07-20 23:30:00+00,2,125,122,,,3,t
